transcript ID,fold induction,family,location
NM_083380,177305,JUN,golgi
NM_013036,449209,KAR,golgi
NM_082772,432359,TIMP,ER
NM_013392,954938,LIP,peroxisome
NM_045697,744116,KAR,ER
NM_006015,863496,JUN,ER
NM_060013,757688,TIMP,nucleus
NM_029225,904607,FOS,golgi
NM_039985,662922,TER,ER
NM_075612,582343,JUN,cytosol
NM_024943,490760,KAR,nucleus
NM_069776,349091,P53,nucleus
NM_055573,973941,P53,golgi
NM_008679,945279,nuclear receptor,nucleus
NM_045971,168278,TGF-B,peroxisome
NM_029764,73654,LIP,ER
NM_091873,728444,TNF,cytosol
NM_044250,150354,TGF-B,cytosol
NM_074062,642551,KAR,ER
NM_046856,243519,TER,peroxisome
NM_004897,649396,TIMP,golgi
NM_070928,716802,JUN,cytosol
NM_078935,779510,KAR,peroxisome
NM_069189,64407,P53,nucleus
NM_069865,277579,P53,cytosol
NM_038352,978176,TER,peroxisome
NM_093133,123678,TIMP,golgi
NM_086326,601356,TIMP,nucleus
NM_035756,28929,KAR,mitochondria
NM_038987,796948,nuclear receptor,mitochondria
NM_078836,929347,LIP,peroxisome
NM_059051,546517,TGF-B,cytosol
NM_077991,350517,TGF-B,mitochondria
NM_087507,625952,JUN,ER
NM_087525,306417,P53,golgi
NM_084950,477716,TGF-B,mitochondria
NM_082689,523248,TIMP,peroxisome
NM_065339,19852,LIP,peroxisome
NM_084442,111875,TER,cytosol
NM_029537,129873,LIP,golgi
NM_067109,40744,FOS,mitochondria
NM_092729,872613,TER,nucleus
NM_026549,818763,MAPK,cytosol
NM_004022,6764,KAR,nucleus
NM_067776,34482,TNF,mitochondria
NM_074546,972871,MAPK,ER
NM_001067,508338,LIP,mitochondria
NM_097435,77203,LIP,mitochondria
NM_097812,307009,LIP,peroxisome
NM_036435,781647,JUN,peroxisome
NM_051725,283597,FOS,mitochondria
NM_016839,499054,TIMP,nucleus
NM_004630,530410,KAR,nucleus
NM_018969,210279,TER,cytosol
NM_079124,340848,P53,mitochondria
NM_043048,876456,TNF,golgi
NM_015101,435513,FOS,nucleus
NM_020807,275308,MAPK,golgi
NM_025201,800987,TGF-B,mitochondria
NM_062486,300979,TNF,peroxisome
NM_044762,464,FOS,ER
NM_065504,445459,KIN,golgi
NM_090059,388997,JUN,mitochondria
NM_090029,264415,TIMP,ER
NM_024951,17389,TER,ER
NM_086515,218104,TNF,golgi
NM_085274,131987,TNF,mitochondria
NM_000568,532742,P53,nucleus
NM_078855,517446,TER,peroxisome
NM_022032,894337,FOS,mitochondria
NM_073565,245455,JUN,golgi
NM_026602,371519,nuclear receptor,peroxisome
NM_062109,795834,KAR,cytosol
NM_069434,325317,KAR,nucleus
NM_034448,274219,JUN,ER
NM_080574,895932,TIMP,nucleus
NM_027907,741157,FOS,peroxisome
NM_096871,177959,TER,peroxisome
NM_051033,742557,FOS,nucleus
NM_092760,285708,MAPK,cytosol
NM_041618,937094,KIN,cytosol
NM_029929,958268,KAR,peroxisome
NM_020966,904621,JUN,ER
NM_009735,498453,P53,cytosol
NM_003588,299420,TER,peroxisome
NM_086683,129588,KAR,golgi
NM_077485,349067,TNF,golgi
NM_090957,627381,KAR,ER
NM_086744,965813,JUN,ER
NM_071771,245398,nuclear receptor,golgi
NM_090594,802105,MAPK,ER
NM_056182,806899,TIMP,cytosol
NM_003292,886318,FOS,cytosol
NM_028438,253161,TER,ER
NM_001545,447618,TGF-B,cytosol
NM_049328,668315,TIMP,cytosol
NM_052297,755405,TNF,peroxisome
NM_056644,956955,LIP,peroxisome
NM_002525,887887,FOS,peroxisome
NM_014996,260033,MAPK,cytosol
NM_080189,722179,JUN,golgi
