transcript ID,fold induction,family,location
NM_045312,547885,MAPK,peroxisome
NM_008142,748205,MAPK,golgi
NM_014804,59529,MAPK,nucleus
NM_061174,381372,TIMP,ER
NM_002829,933151,P53,mitochondria
NM_089247,783748,P53,golgi
NM_090382,660506,MAPK,ER
NM_090371,55576,MAPK,nucleus
NM_030596,685203,TNF,peroxisome
NM_095089,176837,TNF,peroxisome
NM_068403,405437,JUN,mitochondria
NM_001214,551638,TNF,nucleus
NM_074042,252663,TIMP,ER
NM_000862,42689,KIN,cytosol
NM_009329,187867,P53,nucleus
NM_038884,654685,TNF,nucleus
NM_055646,720909,TNF,golgi
NM_040260,662376,P53,peroxisome
NM_042247,395794,P53,mitochondria
NM_079180,17310,LIP,cytosol
NM_018372,726001,KAR,nucleus
NM_045150,797463,TIMP,nucleus
NM_088419,799295,TGF-B,ER
NM_071962,868093,JUN,cytosol
NM_068368,134937,FOS,mitochondria
NM_030312,183322,P53,nucleus
NM_036311,133968,TGF-B,cytosol
NM_019102,314252,MAPK,cytosol
NM_074128,890080,JUN,ER
NM_046976,947970,TER,cytosol
NM_072574,191230,TIMP,golgi
NM_069917,837623,JUN,golgi
NM_069149,628792,MAPK,ER
NM_033097,651624,JUN,peroxisome
NM_046397,411880,TNF,golgi
NM_018528,977507,TGF-B,golgi
NM_062406,105365,TGF-B,ER
NM_082434,988851,nuclear receptor,nucleus
NM_010851,809653,KAR,nucleus
NM_066479,557933,nuclear receptor,ER
NM_080980,154097,KAR,mitochondria
NM_032202,735193,TNF,ER
NM_075228,589996,FOS,ER
NM_087268,134117,TNF,nucleus
NM_088514,858075,KAR,golgi
NM_068339,107544,JUN,peroxisome
NM_023000,868491,TGF-B,peroxisome
NM_041226,340064,TGF-B,cytosol
NM_001184,532327,P53,golgi
NM_037429,936078,TGF-B,nucleus
NM_073514,921034,TGF-B,mitochondria
NM_032107,805257,JUN,peroxisome
NM_009040,988179,TNF,mitochondria
NM_085156,756288,TNF,peroxisome
NM_094087,426667,FOS,golgi
NM_064441,679429,MAPK,cytosol
NM_055456,896818,KIN,mitochondria
NM_063182,727014,FOS,nucleus
NM_051728,888002,JUN,cytosol
NM_070919,404337,TER,peroxisome
NM_035162,277475,TNF,cytosol
NM_057933,791551,FOS,peroxisome
NM_017361,484597,nuclear receptor,golgi
NM_000285,726917,KIN,ER
NM_073907,665482,LIP,cytosol
NM_058289,88672,MAPK,nucleus
NM_031108,275907,TER,golgi
NM_024228,492259,LIP,cytosol
NM_022166,340013,P53,mitochondria
NM_002401,446701,FOS,nucleus
NM_019374,134990,TIMP,ER
NM_095395,800300,nuclear receptor,mitochondria
NM_007337,100008,LIP,cytosol
NM_032632,862827,TER,ER
NM_057278,803626,JUN,nucleus
NM_073532,579232,TGF-B,peroxisome
NM_035695,638837,nuclear receptor,nucleus
NM_085633,674943,nuclear receptor,cytosol
NM_082719,217050,P53,nucleus
NM_088321,732417,FOS,cytosol
NM_064029,587878,FOS,nucleus
NM_071574,590831,TER,golgi
NM_047268,649503,MAPK,golgi
NM_039201,373616,TNF,peroxisome
NM_003161,968729,MAPK,mitochondria
NM_043191,380347,LIP,cytosol
NM_021455,538402,LIP,mitochondria
NM_072421,684954,TNF,mitochondria
NM_070070,255143,TIMP,cytosol
NM_070372,542948,TGF-B,ER
NM_059158,698910,LIP,ER
NM_063408,888556,KIN,golgi
NM_083595,647428,TER,golgi
NM_067416,374222,JUN,nucleus
NM_086942,347673,JUN,nucleus
NM_078705,989926,KAR,mitochondria
NM_087152,511021,LIP,nucleus
NM_074183,571968,JUN,ER
NM_004394,232563,MAPK,ER
NM_008530,964593,JUN,peroxisome
NM_056445,630970,JUN,ER
NM_073808,785531,JUN,nucleus
NM_046600,99409,TNF,peroxisome
NM_092342,654396,KAR,peroxisome
NM_025808,528106,JUN,cytosol
NM_088557,975218,JUN,nucleus
NM_099590,830168,FOS,peroxisome
NM_038634,268047,KAR,cytosol
NM_093813,198841,P53,nucleus
NM_001336,175599,nuclear receptor,golgi
NM_080013,723781,MAPK,mitochondria
NM_037472,166678,TIMP,peroxisome
NM_052040,601424,JUN,peroxisome
NM_053150,392121,TIMP,mitochondria
NM_033508,334601,MAPK,peroxisome
NM_054454,855008,KIN,mitochondria
NM_083024,824843,TIMP,peroxisome
NM_089906,371055,TGF-B,ER
NM_055140,241873,KIN,peroxisome
NM_035517,300032,JUN,nucleus
NM_067431,546876,MAPK,mitochondria
NM_061463,777336,nuclear receptor,cytosol
NM_032857,413077,P53,ER
NM_010187,690377,LIP,cytosol
NM_001159,904254,LIP,cytosol
NM_029366,465104,FOS,cytosol
NM_049970,918246,TIMP,nucleus
NM_086358,883629,LIP,cytosol
NM_077765,493391,nuclear receptor,ER
NM_019533,497146,KAR,nucleus
NM_005187,554711,P53,mitochondria
NM_060939,895630,P53,peroxisome
NM_058798,915715,P53,mitochondria
NM_001191,686665,FOS,golgi
NM_056200,509469,JUN,ER
NM_030915,942639,TGF-B,ER
NM_013674,364817,TGF-B,golgi
NM_039411,191609,TGF-B,ER
NM_076923,103592,nuclear receptor,nucleus
NM_021405,116826,KIN,ER
NM_080959,680996,JUN,mitochondria
NM_008928,874862,MAPK,ER
NM_026010,385790,KAR,ER
NM_022590,752236,P53,golgi
NM_017634,173465,TIMP,mitochondria
NM_044797,866568,TER,peroxisome
NM_076867,418224,LIP,nucleus
NM_090557,979021,P53,ER
NM_028790,983014,nuclear receptor,peroxisome
NM_000148,395363,FOS,golgi
NM_051869,554585,JUN,cytosol
NM_039444,957955,LIP,mitochondria
NM_098978,631162,TER,ER
NM_017194,62284,P53,ER
NM_001794,857210,TGF-B,ER
NM_066567,940064,TER,ER
NM_024694,333044,P53,nucleus
NM_075945,246929,nuclear receptor,ER
NM_090196,90707,TGF-B,mitochondria
NM_024553,967835,P53,nucleus
NM_032534,456373,JUN,mitochondria
NM_048358,416137,P53,mitochondria
NM_092097,632325,KAR,ER
NM_029501,477101,P53,golgi
