transcript ID,fold induction,family,location
NM_060414,600830,P53,ER
NM_081046,59917,FOS,nucleus
NM_013046,440047,TNF,golgi
NM_020076,855961,nuclear receptor,nucleus
NM_080764,164558,TGF-B,mitochondria
NM_010719,38313,KAR,ER
NM_081459,199768,JUN,golgi
NM_014192,216968,LIP,nucleus
NM_084190,333101,nuclear receptor,cytosol
NM_049853,626494,TIMP,ER
NM_083760,608488,TGF-B,golgi
NM_025570,229515,TIMP,mitochondria
NM_072626,374408,TIMP,nucleus
NM_024704,838323,KIN,peroxisome
NM_001346,613005,TIMP,ER
NM_003391,703270,TNF,ER
NM_028502,160998,MAPK,cytosol
NM_069730,205432,TGF-B,mitochondria
NM_052549,535858,FOS,peroxisome
NM_003859,935020,nuclear receptor,golgi
NM_083332,898358,LIP,nucleus
NM_011853,710505,TIMP,ER
NM_010588,887215,P53,peroxisome
NM_095328,543697,TER,cytosol
NM_006010,107152,nuclear receptor,golgi
NM_034244,471341,P53,ER
NM_031228,812920,TIMP,peroxisome
NM_045735,116367,JUN,ER
NM_054224,428040,P53,peroxisome
NM_050074,886487,KIN,peroxisome
NM_003071,292326,P53,nucleus
NM_066243,616498,P53,mitochondria
NM_085031,131207,TGF-B,mitochondria
NM_027867,738601,JUN,nucleus
NM_099798,74271,TNF,golgi
NM_021232,389154,TGF-B,cytosol
NM_093239,67678,LIP,peroxisome
NM_069178,392835,FOS,golgi
NM_082085,211460,TIMP,ER
NM_054138,310513,TIMP,nucleus
NM_002857,177444,KAR,peroxisome
NM_041926,181124,MAPK,mitochondria
NM_015585,733748,nuclear receptor,golgi
NM_087408,524984,KIN,peroxisome
NM_022928,670866,LIP,golgi
NM_050856,128759,LIP,cytosol
NM_074169,972977,MAPK,golgi
NM_029572,798746,TGF-B,ER
NM_043692,493238,MAPK,ER
NM_012271,12001,FOS,mitochondria
NM_005334,273357,TGF-B,peroxisome
NM_031385,604089,TIMP,mitochondria
NM_038878,966414,P53,golgi
NM_085143,359013,KAR,cytosol
NM_080851,823095,TIMP,golgi
NM_066525,303873,KIN,cytosol
NM_065110,651491,MAPK,golgi
NM_038251,53351,LIP,ER
NM_092042,798319,KIN,cytosol
NM_064103,518522,TNF,ER
NM_038903,45415,TIMP,mitochondria
NM_040873,728563,P53,golgi
NM_003717,256421,KAR,golgi
NM_051477,528934,MAPK,mitochondria
NM_058394,383044,JUN,peroxisome
NM_057840,691242,LIP,mitochondria
NM_070306,890893,nuclear receptor,peroxisome
NM_034702,367760,nuclear receptor,cytosol
NM_074090,857284,TGF-B,cytosol
NM_030740,991451,FOS,mitochondria
NM_046231,506455,TNF,cytosol
NM_009931,107474,LIP,golgi
NM_024355,671973,TNF,nucleus
NM_072521,338710,LIP,cytosol
NM_066287,449692,TNF,golgi
NM_082135,466717,TER,peroxisome
NM_006352,577791,FOS,cytosol
NM_025717,898952,JUN,peroxisome
NM_091033,168426,TGF-B,golgi
NM_008337,202264,TGF-B,cytosol
NM_094772,524671,TGF-B,golgi
NM_016706,663126,MAPK,nucleus
NM_095286,627391,KAR,peroxisome
NM_083271,756040,JUN,ER
NM_041251,763933,TNF,golgi
NM_009904,427095,MAPK,golgi
NM_092251,343450,LIP,peroxisome
NM_004480,764885,MAPK,ER
NM_097115,815156,FOS,mitochondria
NM_083021,308166,KAR,cytosol
NM_076150,283355,TGF-B,ER
NM_079788,969763,MAPK,ER
NM_051875,246647,FOS,mitochondria
NM_074948,919999,TGF-B,golgi
NM_086202,254703,TIMP,golgi
NM_032264,124209,TNF,ER
NM_018603,795832,TNF,mitochondria
NM_030875,614449,JUN,cytosol
NM_038409,634255,KIN,peroxisome
NM_004052,38955,nuclear receptor,peroxisome
NM_094492,542247,TNF,peroxisome
NM_075006,468727,P53,golgi
NM_081480,13890,TGF-B,ER
NM_005492,422101,FOS,ER
NM_034199,128899,FOS,nucleus
NM_093870,141281,TIMP,golgi
NM_049582,443554,TIMP,peroxisome
NM_033433,224947,nuclear receptor,nucleus
NM_037480,398386,P53,golgi
NM_059584,873942,P53,peroxisome
NM_070106,25116,P53,ER
NM_033086,946774,nuclear receptor,peroxisome
NM_062136,69357,KAR,cytosol
NM_060277,168624,MAPK,nucleus
NM_046930,319280,TER,cytosol
NM_022567,250382,MAPK,ER
NM_079348,314386,TGF-B,nucleus
NM_043006,401357,TNF,mitochondria
NM_048360,77133,nuclear receptor,mitochondria
NM_054257,268037,TNF,cytosol
NM_020310,305031,nuclear receptor,mitochondria
NM_015322,591514,LIP,ER
NM_007907,501452,JUN,cytosol
NM_007840,813505,TIMP,golgi
NM_069181,213023,TIMP,nucleus
NM_077240,446389,TER,cytosol
NM_021109,292059,LIP,mitochondria
NM_022795,575724,KAR,mitochondria
NM_086396,101297,TER,mitochondria
NM_079675,81695,P53,ER
NM_053770,102890,TNF,ER
NM_058828,8377,TNF,cytosol
NM_052507,248305,TER,golgi
NM_075519,382367,TIMP,nucleus
NM_044689,875593,TER,nucleus
NM_045723,870022,nuclear receptor,golgi
NM_006856,401366,FOS,ER
NM_067289,702174,TER,cytosol
NM_058571,810284,TER,ER
NM_092383,279066,KIN,golgi
NM_016143,88926,MAPK,cytosol
NM_006220,614071,TNF,ER
NM_073104,472359,P53,mitochondria
NM_084667,787602,JUN,nucleus
NM_028053,655138,TGF-B,peroxisome
NM_057234,220156,TER,mitochondria
NM_091166,270662,TER,nucleus
NM_061729,717848,JUN,nucleus
NM_028628,978590,FOS,nucleus
NM_001212,905394,TNF,peroxisome
NM_041495,882534,KAR,mitochondria
NM_021191,569629,MAPK,mitochondria
NM_075536,364405,TIMP,nucleus
NM_089488,337855,TER,golgi
NM_016291,566148,TNF,cytosol
NM_037402,180656,P53,golgi
NM_073515,66174,FOS,ER
NM_096325,115912,FOS,nucleus
NM_038164,405224,KAR,golgi
NM_003100,944590,TGF-B,nucleus
NM_033424,457691,TNF,golgi
NM_096678,246809,FOS,ER
NM_037277,282510,TGF-B,cytosol
NM_028008,771299,TNF,mitochondria
NM_090756,981603,JUN,peroxisome
NM_071788,102302,TER,cytosol
NM_084350,439629,TIMP,mitochondria
NM_039199,142921,nuclear receptor,cytosol
NM_089793,939206,KIN,peroxisome
NM_075704,526853,nuclear receptor,nucleus
NM_075640,973715,TGF-B,cytosol
