transcript ID,fold induction,family,location
NM_056637,105220,JUN,nucleus
NM_070610,661508,JUN,cytosol
NM_017736,47901,TGF-B,peroxisome
NM_066592,709878,KIN,mitochondria
NM_099247,318710,FOS,ER
NM_022597,621728,P53,mitochondria
NM_076810,702627,TGF-B,golgi
NM_002186,188605,TIMP,golgi
NM_098818,449951,nuclear receptor,golgi
NM_073649,864452,TIMP,cytosol
NM_015368,439560,KIN,cytosol
NM_096288,815088,TNF,cytosol
NM_080573,583625,KIN,mitochondria
NM_056389,23905,KAR,nucleus
NM_039460,761024,KIN,golgi
NM_029095,707377,TGF-B,mitochondria
NM_012773,379348,TNF,nucleus
NM_034047,62817,TIMP,peroxisome
NM_047005,274149,TER,mitochondria
NM_048906,653009,TGF-B,golgi
NM_028825,669398,P53,nucleus
NM_025942,259748,TIMP,nucleus
NM_038159,460563,TNF,golgi
NM_035710,825708,KIN,cytosol
NM_065019,804643,TIMP,nucleus
NM_004261,632977,P53,cytosol
NM_086454,439072,TNF,nucleus
NM_011168,80135,TER,nucleus
NM_005825,805158,P53,peroxisome
NM_095067,584008,nuclear receptor,ER
NM_088079,396098,TIMP,nucleus
NM_012052,979692,FOS,cytosol
NM_068871,375979,FOS,mitochondria
NM_054754,41766,TIMP,cytosol
NM_009028,152970,P53,cytosol
NM_082382,28420,KAR,mitochondria
NM_043331,219959,MAPK,cytosol
NM_026470,360846,TGF-B,mitochondria
NM_019107,31465,KAR,nucleus
NM_007503,220040,KAR,ER
NM_092420,849307,TIMP,ER
NM_044602,617756,LIP,cytosol
NM_042178,160390,FOS,cytosol
NM_073396,34528,FOS,mitochondria
NM_061681,3970,JUN,nucleus
NM_066404,974677,LIP,ER
NM_043988,72830,nuclear receptor,peroxisome
NM_052555,147654,KAR,golgi
NM_070235,321181,TIMP,ER
NM_007257,185758,TGF-B,cytosol
NM_094657,975154,KIN,nucleus
NM_041872,22073,TER,peroxisome
NM_092325,300617,TGF-B,golgi
NM_084379,521037,LIP,cytosol
NM_070074,29181,TGF-B,mitochondria
NM_081408,891556,nuclear receptor,nucleus
NM_069098,928302,MAPK,nucleus
NM_008563,101054,TIMP,cytosol
NM_045843,307208,FOS,golgi
NM_013849,58089,KIN,golgi
NM_004288,300199,KAR,ER
NM_005823,987263,TIMP,cytosol
NM_047968,32852,KAR,mitochondria
NM_092558,525180,nuclear receptor,cytosol
NM_080607,119655,KAR,peroxisome
NM_076316,79150,nuclear receptor,ER
NM_002914,244547,LIP,cytosol
NM_015153,203353,KAR,mitochondria
NM_007119,673664,FOS,golgi
NM_093419,678574,JUN,cytosol
NM_015672,342732,JUN,peroxisome
NM_090196,88268,FOS,cytosol
NM_089404,812440,JUN,mitochondria
NM_091419,814630,JUN,mitochondria
NM_041945,644754,TIMP,mitochondria
NM_067471,156308,LIP,peroxisome
NM_062573,81692,TGF-B,peroxisome
NM_074280,861588,nuclear receptor,golgi
NM_086380,546593,TIMP,ER
NM_062368,394886,TER,golgi
NM_033417,945953,JUN,cytosol
NM_075236,966898,JUN,peroxisome
NM_077531,125156,TGF-B,nucleus
NM_051488,225762,P53,cytosol
NM_068366,789249,KIN,golgi
NM_001715,292402,KIN,mitochondria
NM_083111,940590,JUN,mitochondria
NM_064363,86332,P53,nucleus
NM_051276,830473,nuclear receptor,ER
NM_068338,373953,TIMP,nucleus
NM_022266,626526,P53,cytosol
NM_002659,780571,TIMP,golgi
NM_064633,458046,TIMP,cytosol
NM_052653,976679,TNF,cytosol
NM_069419,882606,TER,cytosol
NM_033058,872689,MAPK,peroxisome
NM_059812,815044,JUN,golgi
NM_010674,233592,TIMP,golgi
NM_011189,810586,nuclear receptor,mitochondria
NM_065607,392968,FOS,mitochondria
NM_015261,356923,JUN,nucleus
NM_021012,73368,TNF,nucleus
NM_052849,834270,nuclear receptor,cytosol
NM_021890,288604,TIMP,golgi
NM_049541,792024,nuclear receptor,mitochondria
NM_020473,515093,P53,nucleus
NM_074415,854863,JUN,peroxisome
NM_009283,173126,FOS,golgi
NM_008473,638579,nuclear receptor,cytosol
NM_062179,895777,KAR,nucleus
NM_003146,119032,TER,cytosol
NM_003471,691850,TGF-B,mitochondria
NM_085048,589259,LIP,nucleus
NM_005233,308159,P53,golgi
NM_072863,874962,KAR,ER
NM_082399,416028,TNF,peroxisome
NM_046478,876639,LIP,cytosol
NM_007124,718380,LIP,mitochondria
NM_024408,129372,JUN,ER
NM_069222,948767,P53,golgi
NM_018829,297125,nuclear receptor,golgi
NM_015323,195836,nuclear receptor,golgi
NM_084250,394098,LIP,ER
NM_050251,647590,TER,peroxisome
NM_038977,594925,MAPK,peroxisome
NM_059650,21742,JUN,peroxisome
NM_037111,98293,LIP,cytosol
NM_002773,930069,TGF-B,cytosol
NM_008990,801417,JUN,nucleus
NM_099903,525592,JUN,nucleus
NM_015127,424371,TER,peroxisome
NM_066094,418226,KIN,ER
NM_025574,461618,MAPK,golgi
NM_054674,725722,LIP,ER
NM_040543,389784,FOS,peroxisome
NM_069096,588399,P53,mitochondria
NM_074602,528295,KIN,peroxisome
NM_032017,304205,LIP,golgi
NM_006596,565547,KAR,mitochondria
NM_097237,791408,KIN,mitochondria
NM_005767,804487,TER,nucleus
NM_007078,628511,TGF-B,mitochondria
NM_064073,624443,TGF-B,ER
NM_092411,441952,TER,peroxisome
NM_061647,105924,KAR,peroxisome
NM_038749,844284,P53,peroxisome
NM_006328,905784,KIN,cytosol
NM_026592,296250,KAR,ER
NM_017705,341341,FOS,cytosol
NM_081923,340819,TNF,peroxisome
NM_085573,966255,nuclear receptor,peroxisome
NM_064340,304508,JUN,golgi
NM_068594,390977,P53,mitochondria
NM_069042,576270,TGF-B,nucleus
NM_071928,447628,TGF-B,peroxisome
NM_061532,84299,TER,cytosol
NM_089258,151435,FOS,peroxisome
NM_097354,818235,TIMP,nucleus
NM_056187,55558,P53,golgi
NM_000830,255332,TER,nucleus
NM_018437,467260,P53,ER
NM_024791,383986,TGF-B,peroxisome
NM_060084,143517,MAPK,nucleus
NM_008659,318645,TIMP,ER
NM_080243,115328,JUN,golgi
NM_090071,867257,LIP,cytosol
NM_044616,21994,nuclear receptor,golgi
NM_035704,37394,TER,golgi
NM_017996,452165,KAR,mitochondria
NM_025293,528547,MAPK,cytosol
NM_067599,548514,MAPK,cytosol
NM_046444,776156,TGF-B,mitochondria
NM_021294,148338,JUN,ER
NM_018696,749154,JUN,cytosol
NM_053702,392966,LIP,ER
NM_087498,904576,KIN,mitochondria
NM_014083,237371,TER,mitochondria
NM_002797,362076,P53,nucleus
NM_072346,324329,MAPK,golgi
NM_010740,453980,KAR,ER
NM_004932,304722,MAPK,cytosol
NM_028050,690390,MAPK,ER
NM_083972,744391,KAR,nucleus
NM_069364,6127,KIN,golgi
NM_074467,643742,P53,mitochondria
NM_085620,270731,TER,cytosol
NM_054479,45623,MAPK,cytosol
NM_056629,728571,nuclear receptor,mitochondria
NM_050545,717728,KIN,cytosol
NM_075936,206730,TER,cytosol
NM_023063,537921,LIP,cytosol
NM_075345,655609,nuclear receptor,nucleus
NM_026648,914517,TIMP,mitochondria
NM_002047,737317,TNF,peroxisome
NM_024592,81729,TNF,golgi
NM_011128,276724,TER,mitochondria
NM_066215,640173,KIN,golgi
NM_081952,667708,LIP,nucleus
NM_048931,163145,JUN,nucleus
NM_069577,111990,TNF,nucleus
NM_087558,196863,KIN,golgi
NM_000898,181324,TNF,mitochondria
NM_079234,29141,TGF-B,peroxisome
NM_023060,317170,TER,golgi
NM_039914,15910,P53,peroxisome
NM_068792,151762,LIP,mitochondria
NM_024369,254080,P53,mitochondria
NM_091728,260168,nuclear receptor,peroxisome
NM_040658,765831,TNF,nucleus
NM_041591,929116,MAPK,cytosol
NM_096503,234513,LIP,golgi
NM_009267,291470,LIP,cytosol
NM_029795,861300,TIMP,cytosol
NM_084554,640411,nuclear receptor,ER
