transcript ID,fold induction,family,location
NM_088559,940090,JUN,cytosol
NM_063645,74353,KIN,peroxisome
NM_013530,775985,nuclear receptor,peroxisome
NM_097247,802822,KIN,nucleus
NM_061656,709556,TER,golgi
NM_025078,259216,TGF-B,ER
NM_003435,443839,KAR,golgi
NM_048032,222044,TGF-B,golgi
NM_073769,695489,TNF,peroxisome
NM_001349,134622,KIN,nucleus
NM_024592,837433,LIP,ER
NM_025250,766567,LIP,peroxisome
NM_020331,266742,TGF-B,mitochondria
NM_055754,198736,MAPK,ER
NM_008420,891282,MAPK,cytosol
NM_049550,161807,TER,golgi
NM_024095,866791,nuclear receptor,nucleus
NM_019775,492339,KAR,mitochondria
NM_021029,45900,KIN,nucleus
NM_023861,952298,TIMP,nucleus
NM_082581,967431,TIMP,nucleus
NM_086307,954432,KAR,golgi
NM_070629,696765,FOS,golgi
NM_033592,759168,nuclear receptor,golgi
NM_034930,167178,MAPK,nucleus
NM_076330,756338,LIP,mitochondria
NM_014306,470636,JUN,peroxisome
NM_005329,25275,TGF-B,golgi
NM_035144,938211,TNF,golgi
NM_011053,717386,MAPK,cytosol
NM_054490,666437,TIMP,cytosol
NM_008215,70941,KIN,golgi
NM_008877,338917,LIP,nucleus
NM_011435,752328,TNF,cytosol
NM_081988,85125,TER,mitochondria
NM_012123,961398,nuclear receptor,mitochondria
NM_016387,70995,TER,nucleus
NM_076975,602845,TGF-B,mitochondria
NM_046154,227135,nuclear receptor,peroxisome
NM_036888,804211,JUN,mitochondria
NM_015553,138614,P53,cytosol
NM_088215,555161,FOS,cytosol
NM_040138,749334,MAPK,cytosol
NM_039309,280816,KIN,golgi
NM_032742,652610,TGF-B,mitochondria
NM_041452,521916,nuclear receptor,nucleus
NM_000556,61303,TGF-B,peroxisome
NM_017780,914454,MAPK,mitochondria
NM_047773,671432,LIP,cytosol
NM_073846,531983,nuclear receptor,peroxisome
NM_052045,345423,nuclear receptor,nucleus
NM_070883,653746,TGF-B,cytosol
NM_031713,141477,TER,golgi
NM_067935,864271,TNF,peroxisome
NM_075846,189193,TIMP,nucleus
NM_059516,149981,P53,peroxisome
NM_069936,843657,P53,golgi
NM_092232,725508,JUN,ER
NM_032326,946194,TNF,peroxisome
NM_050025,372117,TGF-B,peroxisome
NM_049823,170559,MAPK,nucleus
NM_075794,762824,LIP,nucleus
NM_073393,830959,FOS,mitochondria
NM_026849,476399,nuclear receptor,peroxisome
NM_004432,102387,LIP,ER
NM_035494,554479,TNF,golgi
NM_099569,321434,MAPK,mitochondria
NM_086370,41453,TER,nucleus
NM_026271,196290,P53,cytosol
NM_078063,239354,LIP,ER
NM_088384,952995,TIMP,cytosol
NM_087829,736712,TIMP,golgi
NM_054597,566170,KIN,ER
NM_013485,277301,KIN,ER
NM_020684,185282,KIN,peroxisome
NM_079828,550528,MAPK,golgi
NM_015882,665875,P53,nucleus
NM_031762,713088,P53,golgi
NM_030251,295633,TNF,peroxisome
NM_029544,593293,TNF,mitochondria
NM_012279,934370,LIP,peroxisome
NM_038337,257673,LIP,mitochondria
NM_051095,800998,FOS,peroxisome
NM_012998,504117,TNF,golgi
NM_081943,69004,nuclear receptor,mitochondria
NM_089633,489671,LIP,golgi
NM_098142,164598,LIP,peroxisome
NM_025356,751597,FOS,golgi
NM_099334,79919,KIN,golgi
NM_025262,605010,P53,ER
NM_037183,461373,P53,ER
NM_021175,629089,KAR,mitochondria
NM_081492,478307,P53,golgi
NM_087818,538206,MAPK,golgi
NM_061128,640585,KAR,ER
NM_097165,869859,TIMP,ER
NM_053362,101610,LIP,ER
NM_001579,986587,TIMP,mitochondria
NM_031291,964002,LIP,cytosol
