transcript ID,fold induction,family,location
NM_005680,199517,TIMP,golgi
NM_026770,458900,MAPK,nucleus
NM_031831,30809,JUN,mitochondria
NM_054377,769176,KAR,nucleus
NM_090419,218992,P53,mitochondria
NM_065812,6669,TIMP,golgi
NM_012385,715417,KAR,mitochondria
NM_070232,750293,KAR,cytosol
NM_067225,205246,TER,golgi
NM_080630,131,KIN,ER
NM_002592,278020,LIP,cytosol
NM_042996,956533,KAR,golgi
NM_078388,706348,nuclear receptor,peroxisome
NM_007315,731730,MAPK,ER
NM_000168,606985,JUN,cytosol
NM_068851,187933,TGF-B,ER
NM_002969,943191,KIN,peroxisome
NM_041355,701641,MAPK,ER
NM_035331,348771,TNF,peroxisome
NM_057550,590708,KIN,mitochondria
NM_034158,936420,TIMP,ER
NM_051241,192986,nuclear receptor,nucleus
NM_043003,375358,KAR,peroxisome
NM_010990,796864,TIMP,cytosol
NM_056140,41362,LIP,peroxisome
NM_076797,17672,FOS,cytosol
NM_069965,687127,TIMP,ER
NM_096028,622138,JUN,mitochondria
NM_023831,581259,TGF-B,ER
NM_017057,721475,LIP,cytosol
NM_051782,428498,TGF-B,golgi
NM_020098,824471,KIN,nucleus
NM_044758,881846,TER,ER
NM_019140,963440,P53,cytosol
NM_057649,156211,MAPK,ER
NM_002708,588794,P53,ER
NM_085842,501259,FOS,mitochondria
NM_012446,854765,KIN,mitochondria
NM_014280,796583,LIP,cytosol
NM_070123,776785,TNF,cytosol
NM_044616,195170,P53,cytosol
NM_058413,380506,JUN,golgi
NM_044561,654696,TIMP,peroxisome
NM_047802,570229,TNF,cytosol
NM_059549,300214,TER,peroxisome
NM_003881,791687,TGF-B,nucleus
NM_000431,958273,TER,peroxisome
NM_040665,405409,TER,mitochondria
NM_048632,937854,KAR,golgi
NM_019264,324034,JUN,peroxisome
NM_005391,46292,JUN,mitochondria
NM_046281,957378,KIN,mitochondria
NM_043505,252574,TNF,ER
NM_087404,9072,KAR,nucleus
NM_080372,517177,JUN,mitochondria
NM_040605,43188,TGF-B,cytosol
NM_098645,782421,KIN,ER
NM_051788,232000,JUN,golgi
NM_019127,452224,KIN,golgi
NM_026088,285354,LIP,mitochondria
NM_007703,248076,TIMP,ER
NM_055097,351176,P53,peroxisome
NM_009801,300260,TNF,mitochondria
NM_024342,319818,TGF-B,mitochondria
NM_028780,476706,JUN,nucleus
NM_074911,54704,TIMP,mitochondria
NM_076732,326887,TGF-B,nucleus
NM_007915,989964,nuclear receptor,peroxisome
NM_049297,276187,LIP,cytosol
NM_047751,706379,FOS,peroxisome
NM_074980,855945,LIP,ER
NM_051732,255304,TNF,nucleus
NM_045624,531590,TGF-B,nucleus
NM_043554,512712,LIP,golgi
NM_019688,675472,JUN,cytosol
NM_096344,981324,MAPK,peroxisome
NM_023966,620748,KAR,peroxisome
NM_013785,568323,TIMP,nucleus
NM_099374,171600,JUN,peroxisome
NM_062564,335086,KAR,cytosol
NM_005463,995587,TNF,cytosol
NM_009182,310282,TNF,nucleus
NM_018990,446811,P53,ER
NM_064015,165967,TIMP,golgi
NM_080383,818520,nuclear receptor,cytosol
NM_006200,237879,TIMP,peroxisome
NM_053960,20182,TNF,golgi
NM_034609,258019,LIP,mitochondria
NM_083998,216112,KAR,golgi
NM_067462,959903,FOS,peroxisome
NM_011554,416823,TGF-B,ER
NM_009774,30980,LIP,ER
NM_026483,274235,nuclear receptor,mitochondria
NM_028814,61622,JUN,peroxisome
NM_095146,291491,P53,nucleus
NM_059636,146758,TGF-B,mitochondria
NM_025046,638533,TNF,golgi
NM_073817,314175,TER,cytosol
NM_011727,457944,JUN,cytosol
NM_020140,679627,TNF,ER
NM_018631,768329,FOS,nucleus
