transcript ID,fold induction,family,location
NM_001826,948750,KIN,golgi
NM_028934,931164,KAR,peroxisome
NM_078721,515162,TIMP,peroxisome
NM_029172,724059,LIP,nucleus
NM_015832,298748,TGF-B,cytosol
NM_045909,936610,TGF-B,nucleus
NM_086918,214437,TER,cytosol
NM_001277,202474,P53,golgi
NM_063290,284713,LIP,cytosol
NM_046848,536634,KIN,nucleus
NM_021217,360034,nuclear receptor,golgi
NM_062374,956938,MAPK,nucleus
NM_092815,526366,TIMP,mitochondria
NM_037016,696119,LIP,mitochondria
NM_069057,72732,nuclear receptor,ER
NM_089389,722991,TNF,ER
NM_061947,17149,TER,peroxisome
NM_055254,593036,FOS,nucleus
NM_020650,151611,KAR,nucleus
NM_002378,348035,LIP,ER
NM_013606,231628,nuclear receptor,nucleus
NM_071286,288324,TGF-B,nucleus
NM_020877,562744,nuclear receptor,golgi
NM_034358,476388,KAR,peroxisome
NM_019745,349708,P53,ER
NM_092031,455497,MAPK,peroxisome
NM_054295,798515,P53,ER
NM_074505,134900,TIMP,ER
NM_015834,829390,JUN,mitochondria
NM_080323,830205,MAPK,peroxisome
NM_026042,29403,FOS,ER
NM_059067,206807,TNF,cytosol
NM_064718,820598,nuclear receptor,ER
NM_095823,78218,FOS,nucleus
NM_012397,100751,TNF,nucleus
NM_064735,160379,KAR,peroxisome
NM_005142,726984,FOS,mitochondria
NM_033225,522771,MAPK,nucleus
NM_034598,14491,TER,mitochondria
NM_012807,308667,TGF-B,ER
NM_032528,43567,LIP,cytosol
NM_063204,41173,TNF,nucleus
NM_025442,895257,TIMP,cytosol
NM_088894,914595,nuclear receptor,peroxisome
NM_058628,214975,TNF,nucleus
NM_050303,25856,TIMP,cytosol
NM_012497,280199,KIN,peroxisome
NM_055471,70391,KIN,nucleus
NM_065852,757115,LIP,cytosol
NM_095283,76162,KIN,ER
NM_084004,224728,TNF,cytosol
NM_063574,352150,TER,mitochondria
NM_063288,825660,TNF,golgi
