transcript ID,fold induction,family,location
NM_036051,874652,TER,ER
NM_046142,555675,MAPK,mitochondria
NM_014351,861015,TER,peroxisome
NM_046077,991409,KIN,nucleus
NM_005479,454528,KAR,cytosol
NM_020703,389849,P53,ER
NM_086561,702387,TIMP,golgi
NM_073510,124119,TIMP,cytosol
NM_021999,822395,JUN,golgi
NM_070357,459439,nuclear receptor,peroxisome
NM_031083,938971,P53,golgi
NM_015298,66472,P53,ER
NM_043286,663941,KIN,mitochondria
NM_080997,203792,TGF-B,mitochondria
NM_078140,535300,nuclear receptor,cytosol
NM_072443,658948,LIP,cytosol
NM_080122,810532,TGF-B,golgi
NM_021929,239097,MAPK,ER
NM_065819,890151,LIP,peroxisome
NM_097197,445651,P53,golgi
NM_021435,945291,TIMP,peroxisome
NM_055730,270962,KIN,mitochondria
NM_092326,711945,MAPK,peroxisome
NM_045915,913807,FOS,peroxisome
NM_030472,726581,P53,cytosol
NM_099957,98057,LIP,ER
NM_096401,544908,TER,ER
NM_035528,491078,TER,golgi
NM_064792,134360,P53,ER
NM_099933,122906,KIN,cytosol
NM_093729,230932,TER,ER
NM_081496,231630,TER,golgi
NM_033521,509541,FOS,nucleus
NM_020783,347422,TGF-B,mitochondria
NM_044646,898882,P53,golgi
NM_066275,746419,MAPK,mitochondria
NM_064821,82615,JUN,ER
NM_083857,642873,TIMP,peroxisome
NM_011258,820068,TGF-B,cytosol
NM_088935,583537,TIMP,ER
NM_019794,568722,KIN,mitochondria
NM_083728,878327,TNF,ER
NM_027488,605954,TNF,nucleus
NM_004977,631378,TGF-B,mitochondria
NM_040661,35167,TNF,cytosol
NM_071746,126890,KIN,ER
NM_035744,153057,P53,nucleus
NM_090288,407685,P53,peroxisome
NM_071403,782102,TNF,golgi
NM_051576,462999,TER,mitochondria
NM_094947,569884,FOS,nucleus
NM_050495,316463,P53,ER
NM_025566,436977,TNF,nucleus
NM_042980,677711,KAR,mitochondria
NM_026359,389143,TIMP,ER
NM_040809,510178,TGF-B,ER
NM_083865,877757,MAPK,mitochondria
NM_073847,366725,FOS,nucleus
NM_007869,690510,MAPK,ER
NM_070783,836499,TER,peroxisome
NM_097512,212645,KIN,mitochondria
NM_039112,822389,TNF,peroxisome
NM_044996,42963,KAR,golgi
NM_030048,504482,TNF,golgi
NM_010277,718950,P53,nucleus
NM_004026,861564,nuclear receptor,cytosol
NM_093050,803923,LIP,nucleus
NM_011454,44994,TGF-B,mitochondria
NM_066023,669657,TIMP,ER
NM_064733,358509,P53,nucleus
NM_044611,649529,KAR,ER
NM_095564,544226,KIN,mitochondria
NM_009529,566705,KAR,ER
NM_044443,28561,LIP,peroxisome
NM_067175,199924,TGF-B,nucleus
NM_046966,343648,JUN,golgi
NM_076150,669535,KIN,cytosol
NM_080090,568176,FOS,nucleus
NM_071276,846633,TER,nucleus
NM_050185,535447,TER,mitochondria
NM_053882,219832,TNF,cytosol
NM_047569,633352,TER,peroxisome
NM_063203,99568,P53,mitochondria
NM_019161,337872,TER,cytosol
NM_091693,417195,TIMP,golgi
NM_000379,810170,TGF-B,peroxisome
NM_080532,386435,KAR,cytosol
NM_031150,238134,LIP,peroxisome
NM_053471,535644,P53,peroxisome
NM_095519,517555,TGF-B,nucleus
NM_008940,903492,nuclear receptor,golgi
NM_042905,441745,TER,nucleus
NM_046693,122587,TGF-B,peroxisome
NM_097515,133439,LIP,golgi
NM_084497,173843,TER,cytosol
NM_003471,109799,TGF-B,golgi
NM_024232,785001,TIMP,cytosol
NM_017840,127751,FOS,ER
NM_076168,18679,P53,ER
NM_055983,848571,TGF-B,golgi
NM_019935,773525,KAR,golgi
NM_085105,501905,KIN,golgi
NM_017729,764461,KIN,ER
NM_061701,711624,LIP,cytosol
NM_063939,706460,MAPK,golgi
NM_024338,197255,FOS,golgi
NM_019752,607387,JUN,mitochondria
NM_018932,984013,MAPK,peroxisome
NM_031611,834869,KAR,mitochondria
NM_058413,211383,KAR,peroxisome
NM_099055,304545,TIMP,mitochondria
NM_058278,998797,TGF-B,ER
NM_089834,641272,TER,peroxisome
NM_025485,793746,TER,cytosol
NM_044918,797692,TGF-B,peroxisome
NM_056841,202892,TGF-B,cytosol
NM_047926,574086,LIP,cytosol
NM_072087,347120,JUN,nucleus
NM_093382,618484,KIN,golgi
NM_099116,719755,TGF-B,cytosol
NM_037952,542151,P53,peroxisome
NM_085994,432383,KIN,ER
NM_018014,140167,TNF,peroxisome
NM_037071,962130,TER,ER
NM_067782,390291,JUN,golgi
NM_089477,963650,TNF,ER
NM_089916,834967,KAR,ER
NM_054114,422911,KIN,nucleus
