transcript ID,fold induction,family,location
NM_013069,712990,LIP,golgi
NM_017109,597135,TER,mitochondria
NM_005612,4395,TGF-B,nucleus
NM_032701,314391,TGF-B,ER
NM_028716,737034,nuclear receptor,ER
NM_067955,985531,TNF,peroxisome
NM_096375,853665,P53,golgi
NM_083095,204094,TER,ER
NM_079551,551303,KIN,mitochondria
NM_055425,903336,KIN,cytosol
NM_048084,900779,LIP,cytosol
NM_035203,126633,nuclear receptor,mitochondria
NM_043755,228774,FOS,peroxisome
NM_088556,868490,MAPK,ER
NM_029074,772734,TER,nucleus
NM_057237,190850,TER,ER
NM_068854,521556,LIP,golgi
NM_075308,259621,LIP,cytosol
NM_087370,647562,MAPK,cytosol
NM_071851,406451,nuclear receptor,nucleus
NM_075127,715686,FOS,ER
NM_042852,388761,TER,peroxisome
NM_060719,627527,TER,mitochondria
NM_021077,280183,TIMP,nucleus
NM_080762,917477,FOS,cytosol
NM_049525,905017,TGF-B,cytosol
NM_052954,644667,TNF,peroxisome
NM_089934,721877,P53,mitochondria
NM_022836,832835,MAPK,peroxisome
NM_088839,865210,MAPK,golgi
NM_035291,484190,TGF-B,ER
NM_055237,864146,KAR,mitochondria
NM_078415,309912,nuclear receptor,ER
NM_083096,371273,TGF-B,nucleus
NM_055166,197334,FOS,nucleus
NM_020402,580483,KAR,cytosol
NM_003868,661386,TGF-B,ER
NM_044984,921409,FOS,ER
NM_067882,316738,TGF-B,ER
NM_007256,757529,KIN,golgi
NM_069383,23315,P53,golgi
NM_026474,957798,TIMP,ER
NM_012131,583906,TGF-B,nucleus
NM_089231,550792,KIN,mitochondria
NM_023459,669931,nuclear receptor,cytosol
NM_042189,428061,FOS,cytosol
NM_082830,796428,P53,golgi
NM_024026,80562,P53,cytosol
NM_017363,183984,KAR,cytosol
NM_082510,232098,FOS,ER
NM_000995,859187,LIP,ER
NM_003579,945429,TGF-B,ER
NM_057045,289892,MAPK,ER
NM_087088,129440,P53,cytosol
NM_090801,441974,LIP,ER
NM_007216,155578,KIN,golgi
NM_096907,109460,KIN,ER
NM_011721,637811,MAPK,ER
NM_035730,663798,TNF,ER
NM_017752,259976,nuclear receptor,nucleus
NM_035702,61500,KAR,nucleus
NM_057645,113396,JUN,golgi
NM_080757,491573,KIN,golgi
NM_029105,665810,LIP,mitochondria
NM_057010,849765,TGF-B,ER
NM_082255,133907,KIN,mitochondria
NM_091568,278865,P53,mitochondria
NM_052485,559126,KAR,golgi
NM_097652,51936,LIP,golgi
NM_044835,662857,KIN,nucleus
NM_027029,267341,nuclear receptor,cytosol
NM_071333,87539,LIP,cytosol
NM_010411,384550,TNF,cytosol
NM_007802,197145,KIN,cytosol
NM_065256,410617,TIMP,mitochondria
NM_018825,521638,KAR,peroxisome
NM_084891,439001,KAR,peroxisome
NM_060403,412141,MAPK,cytosol
NM_090829,790822,FOS,ER
NM_061340,483126,KAR,ER
NM_009611,814164,P53,nucleus
NM_084447,261452,TGF-B,mitochondria
NM_026541,544344,LIP,peroxisome
NM_024234,725844,TGF-B,ER
NM_049820,675602,FOS,golgi
NM_082227,110708,KIN,cytosol
NM_043233,604164,TER,mitochondria
NM_015353,724473,TNF,nucleus
NM_099913,66743,TNF,cytosol
NM_073320,650050,KIN,mitochondria
NM_078224,498734,TGF-B,cytosol
NM_067673,573637,TIMP,peroxisome
NM_034343,212907,JUN,peroxisome
NM_081434,731746,LIP,nucleus
NM_099998,411806,JUN,mitochondria
NM_098793,17401,LIP,peroxisome
NM_071014,709100,P53,mitochondria
NM_034203,882287,KAR,cytosol
NM_014993,800164,nuclear receptor,golgi
NM_073116,732768,JUN,peroxisome
NM_024111,673948,JUN,mitochondria
NM_038343,52690,JUN,nucleus
NM_090366,87317,KIN,cytosol
NM_039773,553637,P53,cytosol
NM_009906,26536,KAR,cytosol
NM_035373,18360,KAR,golgi
NM_053536,701847,TGF-B,cytosol
NM_025670,429461,MAPK,mitochondria
NM_008331,900373,TGF-B,cytosol
NM_001056,818595,TER,golgi
NM_020376,957586,P53,ER
NM_052817,691840,JUN,cytosol
NM_074361,357921,JUN,ER
NM_086357,680795,JUN,peroxisome
NM_056392,976777,KIN,nucleus
NM_013292,254075,JUN,nucleus
NM_072715,55703,KAR,nucleus
NM_042064,591877,KIN,mitochondria
NM_057769,926930,TGF-B,nucleus
NM_012931,765487,nuclear receptor,ER
NM_062600,69925,MAPK,peroxisome
NM_054745,799296,TER,nucleus
NM_035875,71254,TNF,cytosol
NM_089703,594758,LIP,mitochondria
NM_004875,448850,KAR,golgi
NM_094712,319262,TGF-B,golgi
NM_014006,712280,FOS,peroxisome
NM_091520,828039,LIP,mitochondria
NM_078726,986255,TIMP,golgi
NM_084073,549297,FOS,peroxisome
NM_051802,825098,JUN,mitochondria
NM_042559,760930,KIN,peroxisome
NM_091099,716526,P53,cytosol
NM_014570,241917,KAR,mitochondria
NM_000258,294322,MAPK,nucleus
NM_080862,416177,KIN,ER
NM_086256,81789,FOS,peroxisome
NM_060420,545306,nuclear receptor,nucleus
NM_043316,717770,TNF,mitochondria
NM_008123,129817,TNF,nucleus
NM_097920,709370,P53,nucleus
NM_080488,254766,MAPK,peroxisome
NM_085634,773335,TNF,ER
NM_096916,720300,MAPK,peroxisome
NM_066816,629673,TNF,golgi
NM_012669,100141,TER,nucleus
NM_089250,568846,KIN,mitochondria
NM_009714,246644,JUN,ER
NM_041261,598829,TIMP,mitochondria
NM_055376,147301,nuclear receptor,mitochondria
NM_067814,156341,KAR,ER
NM_009832,672919,nuclear receptor,mitochondria
NM_007262,375159,FOS,peroxisome
NM_018754,766886,TER,cytosol
NM_051752,23187,P53,ER
NM_050908,946339,TIMP,ER
NM_060224,246881,nuclear receptor,cytosol
NM_032248,894432,MAPK,nucleus
NM_091237,88267,KIN,peroxisome
NM_083862,690970,KIN,cytosol
NM_009125,951769,TGF-B,golgi
NM_065629,521864,FOS,nucleus
NM_058001,897618,TER,peroxisome
NM_064498,917283,JUN,golgi
NM_063929,199786,TGF-B,nucleus
NM_043502,553382,FOS,cytosol
NM_076861,805969,nuclear receptor,nucleus
NM_057356,425572,KAR,nucleus
NM_005203,865769,JUN,golgi
NM_064720,331564,KIN,ER
NM_064761,556209,MAPK,peroxisome
NM_070653,857334,KIN,cytosol
NM_032552,805221,LIP,mitochondria
NM_039560,176550,KAR,peroxisome
NM_055639,762563,TIMP,nucleus
NM_014106,40150,P53,ER
NM_088179,648322,MAPK,ER
NM_080685,616723,MAPK,cytosol
NM_080633,968745,TGF-B,mitochondria
NM_045210,478577,LIP,nucleus
NM_078109,880907,P53,peroxisome
NM_069419,163915,TER,cytosol
NM_075843,866490,FOS,peroxisome
NM_010022,920646,MAPK,nucleus
NM_017396,517539,MAPK,cytosol
NM_060366,538,JUN,cytosol
NM_038690,386967,KIN,peroxisome
NM_062445,472910,TGF-B,peroxisome
NM_098975,454944,TER,peroxisome
NM_001563,373354,JUN,peroxisome
NM_030117,695099,nuclear receptor,mitochondria
NM_017466,708187,JUN,peroxisome
NM_022737,518440,FOS,ER
NM_041553,112013,P53,peroxisome
NM_084450,63431,LIP,ER
NM_056782,408295,TIMP,mitochondria
NM_088471,473869,P53,cytosol
NM_043126,628510,KIN,mitochondria
NM_009416,433692,FOS,cytosol
NM_040471,910932,TGF-B,nucleus
NM_065051,335237,JUN,golgi
NM_071876,541120,TGF-B,peroxisome
NM_078972,309822,LIP,nucleus
NM_080051,531750,FOS,ER
NM_014530,877480,JUN,mitochondria
NM_058087,163738,TIMP,nucleus
NM_004195,262947,TIMP,mitochondria
NM_011044,103669,TGF-B,peroxisome
NM_057276,522442,LIP,mitochondria
NM_090335,153606,TNF,cytosol
NM_014049,97315,FOS,mitochondria
NM_037829,809376,TNF,peroxisome
NM_065825,414135,TGF-B,golgi
NM_054588,346070,JUN,nucleus
NM_035685,781487,TGF-B,golgi
NM_097147,321467,FOS,mitochondria
NM_056235,799128,TGF-B,mitochondria
NM_043219,416841,P53,peroxisome
NM_051007,697338,KIN,cytosol
NM_093759,619891,FOS,cytosol
NM_025316,281661,TNF,cytosol
NM_016113,956620,TIMP,mitochondria
NM_036786,899785,LIP,nucleus
NM_026014,317200,TGF-B,nucleus
NM_025020,328173,TNF,ER
NM_086631,186692,TGF-B,peroxisome
NM_085403,662541,FOS,ER
NM_094498,421111,TGF-B,nucleus
NM_042121,278329,KAR,nucleus
NM_051041,53228,KAR,golgi
NM_088720,349888,P53,peroxisome
NM_065309,818092,TIMP,nucleus
NM_009313,186826,JUN,ER
NM_002038,495131,LIP,golgi
NM_002048,469274,nuclear receptor,nucleus
NM_060011,772206,TNF,nucleus
NM_022679,546103,TIMP,nucleus
NM_013374,770542,TIMP,nucleus
NM_097485,471012,MAPK,golgi
NM_054693,752424,nuclear receptor,golgi
NM_008309,438215,FOS,cytosol
NM_041224,736930,MAPK,peroxisome
NM_039027,636165,TIMP,mitochondria
NM_013026,148492,LIP,mitochondria
NM_022662,120807,FOS,mitochondria
