transcript ID,fold induction,family,location
NM_069224,517302,FOS,mitochondria
NM_091110,655942,KAR,golgi
NM_055177,767469,LIP,peroxisome
NM_086083,642124,KAR,ER
NM_078790,818073,LIP,ER
NM_023637,958615,TNF,nucleus
NM_027300,189281,nuclear receptor,peroxisome
NM_025343,325962,JUN,mitochondria
NM_025516,161162,TNF,mitochondria
NM_092335,645542,TGF-B,mitochondria
NM_020359,132677,MAPK,golgi
NM_000511,208236,P53,mitochondria
NM_004033,185161,KIN,mitochondria
NM_081719,916869,TGF-B,golgi
NM_002256,783354,P53,mitochondria
NM_064878,717742,nuclear receptor,cytosol
NM_051790,542066,KAR,nucleus
NM_022890,96196,LIP,peroxisome
NM_014485,147257,TER,nucleus
NM_042220,383472,P53,ER
NM_000936,273288,LIP,ER
NM_044734,573624,TNF,mitochondria
NM_056501,122945,TER,ER
NM_064345,960563,JUN,golgi
NM_028171,363970,TER,golgi
NM_002568,183581,MAPK,cytosol
NM_023159,106290,TER,nucleus
NM_087885,692461,TER,cytosol
NM_027177,303766,FOS,golgi
NM_016330,940558,TER,nucleus
NM_087587,178272,TIMP,ER
NM_060461,466037,nuclear receptor,nucleus
NM_058015,26979,KAR,ER
NM_094198,334368,LIP,peroxisome
NM_025927,657937,JUN,mitochondria
NM_031598,978723,P53,cytosol
NM_061088,609243,TNF,ER
NM_022213,582753,TGF-B,ER
NM_089464,997827,KIN,peroxisome
NM_046876,131888,JUN,nucleus
NM_078409,206407,LIP,cytosol
NM_070677,87357,KIN,ER
NM_069059,867690,JUN,peroxisome
NM_032873,466402,JUN,ER
NM_034233,144624,LIP,nucleus
NM_081294,753829,TNF,golgi
NM_020127,316805,TER,golgi
NM_010432,950071,nuclear receptor,golgi
NM_058307,31058,TGF-B,nucleus
NM_084315,388389,TNF,ER
NM_008939,558579,P53,peroxisome
NM_051902,465432,JUN,peroxisome
NM_062049,675400,TNF,cytosol
NM_087434,354738,LIP,golgi
NM_079376,832415,P53,ER
NM_050608,768912,nuclear receptor,ER
NM_048976,332808,JUN,golgi
NM_039454,395660,nuclear receptor,nucleus
NM_089282,10566,TNF,cytosol
NM_031090,655679,LIP,ER
NM_064200,950841,TNF,peroxisome
NM_008663,330756,MAPK,ER
NM_048604,407960,TIMP,nucleus
NM_026927,594772,JUN,ER
NM_046074,39525,TIMP,mitochondria
NM_089408,897329,JUN,mitochondria
NM_066480,775865,FOS,ER
NM_078046,122013,KAR,golgi
NM_050991,111730,TNF,mitochondria
NM_007617,972000,TER,ER
NM_017621,84110,MAPK,cytosol
NM_037325,202471,LIP,peroxisome
NM_033294,265293,LIP,nucleus
NM_058966,671889,P53,golgi
NM_084580,43223,KIN,peroxisome
NM_044201,29178,MAPK,nucleus
NM_084437,483193,KAR,cytosol
NM_067476,494474,nuclear receptor,cytosol
NM_073268,454654,TER,cytosol
NM_023412,978146,TIMP,mitochondria
NM_002482,560708,TNF,ER
NM_064798,923950,TNF,peroxisome
NM_088736,344777,P53,ER
NM_038440,983046,nuclear receptor,mitochondria
NM_048037,980890,TER,ER
NM_007902,696901,TNF,peroxisome
NM_080857,361359,TNF,nucleus
NM_043995,499064,KAR,nucleus
NM_034480,319173,MAPK,peroxisome
NM_004040,28511,FOS,peroxisome
NM_026116,811623,KIN,nucleus
NM_092902,218344,P53,cytosol
NM_090025,54900,nuclear receptor,cytosol
NM_097714,840823,nuclear receptor,nucleus
NM_065507,648250,TIMP,peroxisome
NM_054302,204692,TGF-B,golgi
NM_011169,416420,TIMP,golgi
NM_013949,87265,JUN,cytosol
NM_088618,978909,MAPK,peroxisome
NM_025968,950326,TER,ER
NM_045959,300756,KIN,nucleus
NM_052695,507675,MAPK,mitochondria
NM_027152,299647,LIP,nucleus
NM_013796,213158,KAR,nucleus
NM_010204,827869,MAPK,nucleus
NM_057036,842401,TER,golgi
NM_095755,733110,TIMP,golgi
NM_000010,719044,MAPK,peroxisome
NM_000141,987925,MAPK,peroxisome
NM_037368,339208,LIP,peroxisome
NM_005159,213806,MAPK,peroxisome
NM_078641,275866,nuclear receptor,ER
NM_076791,86216,TIMP,peroxisome
NM_025579,224287,JUN,golgi
NM_041929,374138,KIN,nucleus
NM_085860,694048,JUN,cytosol
NM_042361,490647,TGF-B,mitochondria
NM_050542,427071,FOS,nucleus
NM_014839,590906,TNF,ER
NM_060190,488151,FOS,peroxisome
NM_022280,476580,nuclear receptor,peroxisome
NM_088515,51819,TNF,ER
NM_062856,541782,P53,cytosol
