transcript ID,fold induction,family,location
NM_008743,916248,TIMP,ER
NM_007348,821297,TNF,golgi
NM_014231,406549,LIP,golgi
NM_088202,989843,JUN,mitochondria
NM_009682,278359,KAR,cytosol
NM_000062,390331,TGF-B,ER
NM_057295,63401,TIMP,peroxisome
NM_003091,254622,P53,cytosol
NM_071778,94641,TGF-B,cytosol
NM_020412,647725,TNF,nucleus
NM_090648,371016,LIP,golgi
NM_077152,868663,P53,golgi
NM_084823,387706,MAPK,nucleus
NM_070857,289340,TER,cytosol
NM_049043,359568,KAR,cytosol
NM_021782,528982,TER,peroxisome
NM_021735,323048,TER,nucleus
NM_001501,54391,MAPK,nucleus
NM_096995,699575,nuclear receptor,golgi
NM_096254,956585,FOS,ER
NM_076000,255480,TNF,peroxisome
NM_033970,256820,P53,peroxisome
NM_005762,274840,P53,peroxisome
NM_064304,467355,nuclear receptor,ER
NM_051502,168143,KIN,nucleus
NM_083405,667149,TIMP,cytosol
NM_059862,942167,TNF,cytosol
NM_059276,305046,TNF,nucleus
NM_019668,2378,TER,peroxisome
NM_044042,629852,MAPK,golgi
NM_020447,424497,FOS,ER
NM_052223,172424,KIN,golgi
NM_022284,379417,nuclear receptor,nucleus
NM_089037,591692,MAPK,nucleus
NM_038627,216070,TNF,cytosol
NM_081689,768526,JUN,cytosol
NM_042413,801323,TNF,nucleus
NM_015832,68979,KIN,golgi
NM_038205,811238,nuclear receptor,golgi
NM_081387,635484,JUN,golgi
NM_052538,81891,KIN,ER
NM_094870,656803,FOS,cytosol
NM_056172,150695,FOS,peroxisome
NM_033519,960685,TNF,peroxisome
NM_005997,400611,TIMP,cytosol
NM_062025,158157,KAR,nucleus
NM_082760,356767,JUN,peroxisome
NM_015520,221665,nuclear receptor,mitochondria
NM_043208,884319,KAR,golgi
NM_036893,876150,P53,mitochondria
NM_090225,988022,TNF,golgi
NM_025289,966896,KIN,mitochondria
NM_049109,747530,JUN,cytosol
NM_029003,303413,MAPK,cytosol
NM_057835,367745,LIP,mitochondria
NM_004688,955128,nuclear receptor,nucleus
NM_030813,22019,LIP,mitochondria
NM_077684,583549,KAR,peroxisome
NM_013880,334385,TER,golgi
NM_080587,702649,TGF-B,cytosol
NM_087991,226986,KIN,mitochondria
NM_008228,411813,TER,nucleus
NM_035654,305930,JUN,cytosol
NM_059275,647444,nuclear receptor,nucleus
NM_058701,941823,KIN,peroxisome
NM_054959,2852,nuclear receptor,peroxisome
NM_039625,866191,MAPK,cytosol
NM_099629,425945,TIMP,nucleus
NM_039186,664144,KIN,peroxisome
NM_056487,337073,TIMP,peroxisome
NM_068388,381463,P53,cytosol
NM_053757,685082,LIP,nucleus
NM_099984,244276,nuclear receptor,nucleus
NM_006969,477679,TNF,peroxisome
NM_039069,147643,KAR,peroxisome
NM_051665,618782,LIP,peroxisome
NM_062320,138552,JUN,golgi
NM_079582,9432,KIN,cytosol
NM_068694,562076,JUN,golgi
NM_076890,305040,TIMP,cytosol
NM_035713,383237,TER,nucleus
NM_088886,367965,FOS,golgi
NM_056593,189241,TGF-B,cytosol
NM_065966,343631,nuclear receptor,mitochondria
NM_097205,831219,TGF-B,nucleus
NM_001938,826224,JUN,peroxisome
NM_087757,410138,KAR,cytosol
NM_059323,413856,KAR,mitochondria
NM_078480,824710,TNF,golgi
NM_087251,731623,MAPK,cytosol
NM_065222,558729,TER,cytosol
NM_039449,932284,nuclear receptor,ER
NM_037036,432174,KAR,nucleus
NM_011123,36733,P53,ER
NM_008059,198522,KAR,mitochondria
NM_056785,729503,JUN,ER
NM_090835,556680,FOS,nucleus
NM_098214,297127,TIMP,peroxisome
NM_025404,243269,FOS,golgi
NM_027860,614090,nuclear receptor,peroxisome
NM_022936,471637,FOS,mitochondria
NM_052597,357108,KAR,cytosol
NM_090548,686986,FOS,ER
NM_085372,196123,nuclear receptor,mitochondria
NM_088948,690613,TNF,ER
NM_054766,312951,MAPK,peroxisome
NM_074095,669361,FOS,ER
NM_044642,571671,P53,golgi
NM_063107,50059,TGF-B,mitochondria
NM_010364,179365,TNF,peroxisome
NM_082622,837292,MAPK,cytosol
NM_056785,465268,TER,cytosol
NM_026013,689549,LIP,mitochondria
NM_096920,296306,KIN,mitochondria
NM_060637,543412,nuclear receptor,peroxisome
NM_098721,639276,JUN,golgi
NM_016155,33277,TGF-B,ER
