transcript ID,fold induction,family,location
NM_047932,641647,KAR,mitochondria
NM_047598,42534,TNF,golgi
NM_028046,783810,FOS,ER
NM_059152,495039,TIMP,cytosol
NM_093822,78948,TER,cytosol
NM_055317,776996,KIN,ER
NM_022380,586947,LIP,nucleus
NM_086252,868558,KAR,nucleus
NM_034997,648471,TNF,mitochondria
NM_080273,118965,P53,peroxisome
NM_009378,979518,KIN,peroxisome
NM_007479,666934,TNF,cytosol
NM_032342,78729,LIP,ER
NM_076505,763129,TIMP,ER
NM_072029,78742,TER,peroxisome
NM_072427,106703,TIMP,golgi
NM_054276,5882,nuclear receptor,golgi
NM_053279,560619,KIN,mitochondria
NM_009538,138248,TGF-B,peroxisome
NM_074043,402622,TGF-B,mitochondria
NM_003445,379333,KIN,nucleus
NM_095111,290932,LIP,nucleus
NM_087143,551098,JUN,ER
NM_097080,482478,TIMP,golgi
NM_081006,350452,KIN,ER
NM_099521,506811,P53,nucleus
NM_075086,886705,JUN,peroxisome
NM_040377,467380,P53,ER
NM_019793,108009,FOS,nucleus
NM_055754,200607,TNF,nucleus
NM_018547,308154,TGF-B,cytosol
NM_087773,63414,P53,nucleus
NM_000270,361360,TIMP,mitochondria
NM_097190,291096,TGF-B,peroxisome
NM_065781,815785,MAPK,nucleus
NM_070529,292923,LIP,mitochondria
NM_081012,978139,P53,cytosol
NM_017747,56351,TIMP,cytosol
NM_017340,63579,LIP,ER
NM_038599,606604,JUN,nucleus
NM_074883,43790,P53,golgi
NM_009037,347800,TGF-B,golgi
NM_071557,132743,JUN,ER
NM_095479,795711,LIP,peroxisome
NM_087036,758908,nuclear receptor,ER
NM_040648,145218,KIN,peroxisome
NM_081239,591571,FOS,mitochondria
NM_005723,410278,P53,peroxisome
NM_053900,998350,JUN,peroxisome
NM_043219,204852,TNF,golgi
NM_060651,776992,TER,peroxisome
NM_048198,280256,TNF,peroxisome
NM_061358,479458,P53,peroxisome
NM_017056,198397,TIMP,cytosol
NM_074101,73643,LIP,ER
NM_054002,870592,JUN,nucleus
NM_019780,855211,TGF-B,cytosol
NM_022551,698445,KAR,mitochondria
NM_088581,541074,KAR,ER
NM_067959,977640,LIP,golgi
NM_063002,319736,TER,golgi
NM_017219,920194,nuclear receptor,nucleus
NM_038914,874180,MAPK,golgi
NM_082837,290288,KAR,golgi
NM_070546,616317,TNF,golgi
NM_091399,412099,nuclear receptor,cytosol
NM_060983,257155,KIN,nucleus
NM_025497,937293,TNF,golgi
NM_014671,951341,TER,cytosol
NM_096055,488881,LIP,peroxisome
NM_047394,10173,FOS,cytosol
NM_076729,757934,P53,ER
NM_035222,833826,TIMP,cytosol
NM_032265,689171,TGF-B,cytosol
NM_098899,358709,P53,cytosol
NM_003670,223573,KIN,peroxisome
NM_002323,883404,TGF-B,peroxisome
NM_082450,176830,TIMP,ER
NM_076650,820449,P53,peroxisome
NM_036097,925744,KAR,golgi
NM_069531,739596,KIN,peroxisome
NM_090336,942619,TER,peroxisome
NM_029130,204131,TIMP,golgi
NM_035584,201657,P53,cytosol
NM_087946,730739,TER,mitochondria
NM_056620,628380,LIP,ER
NM_023900,35524,TNF,golgi
NM_056483,931237,TIMP,ER
NM_058253,212273,JUN,mitochondria
NM_039535,879213,TER,golgi
NM_076408,729667,FOS,ER
NM_027115,634136,FOS,ER
NM_028547,925538,TNF,cytosol
NM_000539,535149,LIP,mitochondria
NM_001998,809188,KIN,ER
NM_082957,749705,P53,ER
NM_062047,496989,LIP,cytosol
NM_057235,739509,MAPK,ER
NM_048791,234108,JUN,golgi
NM_068364,52745,TIMP,peroxisome
NM_055330,755642,TIMP,peroxisome
NM_009260,246849,LIP,ER
NM_028947,971819,nuclear receptor,mitochondria
NM_027751,67046,MAPK,cytosol
NM_040575,118343,TIMP,cytosol
NM_036260,857853,TGF-B,cytosol
NM_017301,368704,KIN,mitochondria
NM_030742,885573,KAR,mitochondria
NM_006705,937741,KAR,ER
NM_051572,91890,TER,peroxisome
NM_021116,951094,KAR,peroxisome
NM_098255,405946,TNF,golgi
NM_024803,311784,FOS,cytosol
NM_047840,589356,TIMP,nucleus
NM_072108,321892,P53,cytosol
NM_093294,815171,P53,ER
NM_037876,218458,TER,nucleus
NM_064427,418973,JUN,mitochondria
NM_024742,422060,KAR,golgi
NM_002662,477529,LIP,mitochondria
NM_032602,378724,TIMP,cytosol
NM_044763,22916,KAR,cytosol
NM_033088,616882,FOS,cytosol
NM_099416,345933,FOS,mitochondria
NM_021039,211636,TGF-B,peroxisome
NM_046936,905340,KAR,cytosol
NM_091367,516324,JUN,nucleus
NM_072568,814057,FOS,golgi
NM_094235,525034,TNF,cytosol
NM_083608,639514,TGF-B,peroxisome
NM_045562,911981,TNF,golgi
NM_064473,694706,JUN,ER
NM_075789,305712,TGF-B,mitochondria
NM_000746,428017,TGF-B,nucleus
NM_051851,805076,nuclear receptor,golgi
NM_076010,650913,KAR,mitochondria
NM_041364,76961,LIP,golgi
NM_078270,708302,LIP,peroxisome
NM_086720,342540,LIP,ER
NM_091245,209348,TGF-B,ER
NM_073640,779996,TGF-B,mitochondria
NM_094285,468672,TIMP,cytosol
NM_005521,740738,MAPK,golgi
NM_048507,908034,TIMP,ER
NM_062223,651754,KAR,golgi
NM_051810,969502,LIP,peroxisome
NM_054977,901494,TNF,golgi
NM_017752,629175,TNF,nucleus
NM_086158,709289,P53,ER
NM_066420,215258,TGF-B,golgi
NM_096440,848778,TER,nucleus
NM_032534,473337,TER,golgi
NM_076440,250923,P53,cytosol
NM_059695,528203,LIP,nucleus
NM_053280,536869,P53,peroxisome
NM_041936,443027,TGF-B,mitochondria
NM_011280,573456,TGF-B,ER
NM_079239,337426,TNF,mitochondria
NM_054349,835578,JUN,cytosol
NM_013045,782840,TGF-B,cytosol
NM_080636,702106,TNF,ER
NM_025743,913887,nuclear receptor,cytosol
NM_003405,983552,KAR,nucleus
NM_039650,594762,KAR,peroxisome
NM_050072,100511,FOS,peroxisome
NM_039415,465237,TNF,mitochondria
NM_007791,789761,TNF,mitochondria
NM_067727,177559,MAPK,golgi
NM_068774,290905,KAR,mitochondria
NM_089318,183720,JUN,peroxisome
NM_042008,334293,P53,golgi
NM_040977,267057,LIP,ER
NM_020982,763795,FOS,nucleus
NM_076820,537238,TER,ER
NM_018021,630024,TIMP,mitochondria
NM_015896,418775,TIMP,mitochondria
NM_083301,46592,TNF,golgi
NM_092895,146117,nuclear receptor,ER
NM_049264,297673,TGF-B,nucleus
NM_020976,136281,TGF-B,peroxisome
NM_022049,772062,LIP,ER
NM_059851,280439,TGF-B,cytosol
NM_098382,129939,P53,ER
NM_055076,660279,TER,ER
NM_042731,222902,LIP,nucleus
NM_069239,450539,FOS,peroxisome
NM_092529,485221,TNF,golgi
NM_044375,337313,TER,cytosol
NM_039552,838281,JUN,nucleus
NM_065148,132242,TGF-B,ER
NM_006587,331475,MAPK,nucleus
NM_013654,591350,P53,mitochondria
NM_045802,606392,JUN,peroxisome
NM_088198,180526,MAPK,golgi
NM_089482,496119,KIN,peroxisome
NM_003096,536004,nuclear receptor,mitochondria
NM_039323,296048,FOS,cytosol
NM_064431,449535,LIP,ER
NM_073019,583083,JUN,mitochondria
NM_029927,12350,FOS,ER
NM_082403,964897,TER,nucleus
NM_099924,204589,TGF-B,peroxisome
NM_081301,86165,JUN,mitochondria
NM_037756,786370,nuclear receptor,mitochondria
NM_048076,705061,TIMP,nucleus
NM_050872,746068,FOS,peroxisome
NM_089693,516277,TGF-B,golgi
NM_099006,771039,TNF,cytosol
NM_015658,801995,FOS,mitochondria
NM_033033,916426,KIN,golgi
NM_069656,637703,nuclear receptor,golgi
NM_037661,142099,P53,ER
NM_043889,208530,KIN,mitochondria
NM_014378,761531,MAPK,nucleus
NM_096132,685828,JUN,nucleus
NM_043262,209295,FOS,cytosol
NM_085869,177950,JUN,peroxisome
NM_022104,958257,MAPK,cytosol
NM_007927,947707,MAPK,golgi
NM_003755,8721,JUN,peroxisome
NM_064979,946504,KIN,ER
NM_013246,45402,TNF,mitochondria
NM_053420,11565,TNF,peroxisome
NM_082234,601265,KIN,ER
NM_058029,955683,KIN,ER
NM_027164,344048,KAR,nucleus
NM_016179,216629,JUN,cytosol
NM_051890,230554,KAR,ER
NM_027203,618229,TER,mitochondria
NM_027809,790813,FOS,cytosol
NM_045495,622062,TGF-B,ER
NM_051219,967754,JUN,golgi
NM_061388,846709,JUN,cytosol
NM_094633,943903,LIP,ER
NM_002889,837041,P53,ER
NM_042749,337726,LIP,ER
NM_076295,593764,KAR,mitochondria
NM_072739,408587,TGF-B,cytosol
NM_073151,96418,LIP,peroxisome
NM_088246,323253,LIP,golgi
NM_049410,155319,KIN,peroxisome
NM_040256,76260,JUN,cytosol
NM_036877,344513,KAR,peroxisome
NM_090079,598530,TNF,mitochondria
NM_027798,728392,KIN,golgi
NM_020398,186778,KAR,golgi
NM_059676,974305,P53,ER
NM_031136,325409,LIP,cytosol
NM_050262,265039,P53,nucleus
NM_099842,858894,nuclear receptor,mitochondria
NM_065281,118425,nuclear receptor,mitochondria
NM_047253,853026,FOS,peroxisome
NM_056583,244108,TER,golgi
NM_055081,541481,LIP,cytosol
NM_013268,395060,TGF-B,mitochondria
NM_021597,758919,TNF,mitochondria
NM_029146,507427,MAPK,nucleus
NM_026511,467593,TNF,mitochondria
NM_060099,101829,TNF,ER
NM_065293,204856,LIP,mitochondria
NM_051885,178990,TER,peroxisome
NM_010191,835870,KIN,cytosol
NM_018578,195781,TER,cytosol
NM_060408,938164,TIMP,peroxisome
NM_041910,512878,TNF,peroxisome
NM_010576,407458,KIN,cytosol
NM_019394,820676,TGF-B,golgi
NM_061478,306582,KAR,cytosol
NM_076382,193360,TIMP,ER
NM_095792,169853,KAR,peroxisome
NM_067059,379247,LIP,ER
NM_017248,317906,MAPK,mitochondria
NM_007737,799145,KIN,peroxisome
NM_068607,891313,JUN,mitochondria
NM_075845,385870,JUN,nucleus
NM_000829,413331,TIMP,peroxisome
NM_095869,784772,TIMP,mitochondria
NM_095048,156038,nuclear receptor,mitochondria
NM_081619,210249,JUN,nucleus
NM_027160,792128,LIP,golgi
NM_061497,495116,P53,cytosol
NM_036040,289464,nuclear receptor,nucleus
NM_084195,276458,nuclear receptor,mitochondria
NM_072982,480175,TNF,cytosol
NM_072260,60812,KAR,cytosol
NM_071635,923922,P53,ER
NM_031469,780300,TIMP,peroxisome
NM_087303,70373,JUN,cytosol
NM_015750,896154,MAPK,mitochondria
NM_063254,345837,TGF-B,cytosol
NM_038337,65216,TIMP,peroxisome
NM_075429,369345,TER,peroxisome
NM_013247,636110,KIN,cytosol
NM_026500,77555,TER,golgi
