transcript ID,fold induction,family,location
NM_071744,894179,TGF-B,golgi
NM_005373,548960,P53,peroxisome
NM_022868,246542,KAR,nucleus
NM_096921,37633,nuclear receptor,mitochondria
NM_060068,738899,LIP,nucleus
NM_017888,111209,LIP,cytosol
NM_058449,324424,TNF,cytosol
NM_078870,448103,KAR,mitochondria
NM_071353,980304,TGF-B,nucleus
NM_013332,258202,TGF-B,cytosol
NM_076708,916234,nuclear receptor,mitochondria
NM_004550,143516,FOS,nucleus
NM_057145,509845,TER,ER
NM_025404,381516,LIP,mitochondria
NM_076476,451968,TGF-B,ER
NM_083326,620555,TNF,golgi
NM_079753,92768,KIN,peroxisome
NM_057433,582436,LIP,peroxisome
NM_024216,46468,nuclear receptor,cytosol
NM_018287,13392,TNF,nucleus
NM_037356,546447,MAPK,cytosol
NM_034280,83803,TNF,peroxisome
NM_096367,425213,TNF,mitochondria
NM_089453,610017,TIMP,cytosol
NM_030245,440206,TNF,peroxisome
NM_026145,770342,KIN,cytosol
NM_052601,114663,LIP,peroxisome
NM_021556,16634,TIMP,ER
NM_043657,175521,nuclear receptor,mitochondria
NM_048326,606461,JUN,peroxisome
NM_098351,853611,KIN,ER
NM_077328,239136,FOS,cytosol
NM_003269,545721,TIMP,peroxisome
NM_044582,126590,JUN,cytosol
NM_008292,426414,MAPK,peroxisome
NM_092534,518568,KAR,mitochondria
NM_038755,889931,KAR,mitochondria
NM_051113,648826,JUN,peroxisome
NM_071331,737143,KAR,mitochondria
NM_075603,119208,nuclear receptor,cytosol
NM_059810,749200,TIMP,mitochondria
NM_054397,497346,FOS,nucleus
NM_002956,687991,JUN,nucleus
NM_071110,421430,LIP,mitochondria
NM_053266,423029,TIMP,nucleus
NM_079165,673867,MAPK,nucleus
NM_011781,89107,LIP,ER
NM_056372,696021,LIP,cytosol
NM_092799,904080,MAPK,golgi
NM_041210,484110,KAR,golgi
NM_062096,351916,FOS,ER
NM_067454,436423,nuclear receptor,peroxisome
NM_027151,981793,LIP,nucleus
NM_028644,273594,TNF,golgi
NM_029610,427529,FOS,golgi
NM_061619,322235,LIP,ER
NM_051194,572960,JUN,golgi
NM_083554,390100,MAPK,nucleus
NM_050858,430710,TER,golgi
NM_076787,969303,KAR,ER
NM_041141,590896,KAR,nucleus
NM_073179,100075,FOS,cytosol
NM_005756,539235,JUN,ER
NM_011529,172885,JUN,nucleus
NM_075918,271947,LIP,peroxisome
NM_018110,363406,P53,cytosol
NM_040518,371170,LIP,cytosol
NM_000270,336182,TIMP,cytosol
NM_071909,442079,KAR,mitochondria
NM_018813,338214,JUN,ER
NM_091443,770371,nuclear receptor,cytosol
NM_094688,97060,KAR,nucleus
NM_013949,266226,JUN,ER
NM_080217,257094,FOS,mitochondria
NM_027645,836073,TNF,cytosol
NM_085529,862072,TGF-B,golgi
NM_092589,218946,TIMP,cytosol
NM_061484,927317,LIP,peroxisome
NM_029148,389583,KAR,nucleus
NM_096239,664635,LIP,ER
NM_016117,37902,LIP,ER
NM_028475,168614,nuclear receptor,nucleus
NM_077906,516337,MAPK,cytosol
NM_014347,75341,TIMP,mitochondria
NM_004756,464517,KAR,mitochondria
NM_014948,73942,TIMP,nucleus
NM_070905,984376,TER,mitochondria
NM_044814,811790,MAPK,mitochondria
NM_023710,772497,JUN,golgi
NM_032739,468975,KAR,golgi
NM_067125,766831,TIMP,cytosol
NM_062733,857924,FOS,peroxisome
NM_046788,777356,LIP,mitochondria
NM_080061,673398,P53,mitochondria
NM_024988,489997,TNF,cytosol
NM_092250,244345,TIMP,nucleus
NM_058622,935208,P53,nucleus
NM_081413,448592,TER,mitochondria
NM_002491,228501,TNF,nucleus
NM_007266,674474,FOS,peroxisome
NM_095306,167925,TGF-B,golgi
NM_043515,126728,TGF-B,ER
NM_093847,647230,TIMP,ER
NM_007560,950457,P53,nucleus
NM_069701,342361,KAR,mitochondria
NM_077610,8288,TER,peroxisome
NM_075098,228317,nuclear receptor,golgi
NM_097785,744823,FOS,golgi
NM_052017,304392,KIN,cytosol
NM_015631,967448,KIN,golgi
NM_072422,31420,KIN,peroxisome
NM_092463,236423,FOS,ER
NM_010250,317886,MAPK,peroxisome
NM_083526,273673,KAR,ER
NM_095297,542663,TER,mitochondria
NM_001822,718179,nuclear receptor,ER
NM_094871,882866,KIN,peroxisome
NM_093286,362307,LIP,cytosol
NM_064960,961691,TIMP,cytosol
NM_024163,943939,KAR,cytosol
NM_057963,868834,MAPK,cytosol
NM_053339,239617,JUN,mitochondria
NM_020832,444824,MAPK,ER
NM_040209,624448,TNF,golgi
NM_084094,282379,JUN,peroxisome
NM_040272,476539,FOS,mitochondria
NM_086115,301220,TNF,nucleus
NM_048649,918845,P53,ER
NM_056750,757095,P53,nucleus
NM_083678,417681,KIN,peroxisome
NM_004346,541855,TIMP,golgi
NM_089558,412325,nuclear receptor,ER
NM_042837,127419,JUN,nucleus
NM_049963,381357,FOS,golgi
NM_072816,819752,TGF-B,cytosol
NM_019987,819478,KIN,ER
NM_009949,468790,KAR,ER
NM_042683,102925,TNF,mitochondria
NM_059694,444549,KIN,peroxisome
NM_081863,582633,JUN,ER
NM_020429,492428,LIP,cytosol
NM_089102,777501,KIN,nucleus
NM_020168,446181,TER,peroxisome
NM_006385,468549,TER,mitochondria
NM_080453,960220,TNF,peroxisome
NM_098240,560301,TIMP,peroxisome
NM_063546,582428,LIP,peroxisome
NM_031189,711650,KAR,cytosol
NM_073369,123338,LIP,ER
NM_047581,331751,TNF,nucleus
NM_026003,529554,LIP,ER
NM_084392,580040,P53,nucleus
NM_096205,741273,KAR,mitochondria
NM_077959,334661,TER,golgi
NM_012707,344032,TIMP,cytosol
NM_057390,207648,TIMP,mitochondria
NM_015063,607939,TIMP,ER
NM_036917,389928,TER,cytosol
NM_077000,225909,FOS,cytosol
NM_021742,741323,P53,cytosol
NM_080823,91158,TGF-B,peroxisome
NM_060152,747324,TGF-B,peroxisome
NM_082162,60929,FOS,peroxisome
NM_044705,734304,KIN,peroxisome
NM_070518,893202,KAR,golgi
NM_015158,9874,KAR,ER
NM_048564,541915,MAPK,ER
NM_058088,890012,MAPK,golgi
NM_037349,60404,TGF-B,nucleus
NM_051783,320425,nuclear receptor,cytosol
NM_046873,339565,TER,peroxisome
NM_048192,679204,TER,ER
NM_095045,648335,P53,golgi
NM_053777,275857,TNF,nucleus
NM_087996,838223,nuclear receptor,peroxisome
NM_067398,89498,KAR,mitochondria
NM_067655,830642,KIN,nucleus
NM_031239,836461,TGF-B,nucleus
NM_036304,433645,TER,golgi
NM_014056,929290,JUN,ER
NM_012601,965140,LIP,peroxisome
NM_013777,615242,TER,ER
NM_024321,468870,TIMP,cytosol
NM_067291,697744,JUN,peroxisome
NM_087821,223999,TGF-B,ER
NM_055854,101348,LIP,peroxisome
NM_047716,886317,TNF,peroxisome
NM_093053,714529,P53,mitochondria
NM_013612,777919,TGF-B,peroxisome
NM_065076,873954,KAR,ER
NM_015261,340259,TNF,cytosol
NM_063672,601812,LIP,ER
NM_052269,562830,nuclear receptor,nucleus
NM_026309,731841,TGF-B,golgi
NM_056710,923172,TNF,nucleus
NM_066083,777257,MAPK,mitochondria
NM_085163,85480,TER,nucleus
NM_083728,672458,TIMP,mitochondria
NM_016133,712665,nuclear receptor,nucleus
NM_050321,921835,TGF-B,golgi
NM_050409,73979,TNF,nucleus
NM_003981,146843,FOS,nucleus
NM_047724,600231,TER,golgi
NM_028337,106833,LIP,cytosol
NM_097901,407974,FOS,peroxisome
NM_010370,497085,TNF,golgi
NM_035071,770092,TER,nucleus
NM_048690,581423,JUN,peroxisome
NM_060223,130186,TIMP,ER
NM_085883,886976,TNF,golgi
NM_099196,146031,nuclear receptor,ER
