transcript ID,fold induction,family,location
NM_003156,569559,JUN,nucleus
NM_072212,749259,TER,mitochondria
NM_010229,579817,TGF-B,cytosol
NM_031150,207017,nuclear receptor,golgi
NM_009415,321671,KIN,mitochondria
NM_060095,824623,FOS,cytosol
NM_056623,858383,KAR,cytosol
NM_088058,573567,P53,peroxisome
NM_075106,877827,LIP,golgi
NM_097962,92656,FOS,peroxisome
NM_089812,20525,KAR,ER
NM_044695,311947,TNF,nucleus
NM_008283,897767,TER,cytosol
NM_020741,897929,MAPK,cytosol
NM_007951,558309,TIMP,mitochondria
NM_071318,482947,KAR,peroxisome
NM_021186,844473,LIP,peroxisome
NM_098143,222633,TER,cytosol
NM_052353,20429,TIMP,ER
NM_037575,32568,TIMP,cytosol
NM_060666,175766,TNF,ER
NM_023371,817012,LIP,ER
NM_053060,618741,TIMP,peroxisome
NM_066521,821648,TIMP,mitochondria
NM_080020,862194,KAR,cytosol
NM_000830,323697,nuclear receptor,nucleus
NM_083785,699523,FOS,ER
NM_073033,755765,TGF-B,peroxisome
NM_066160,290558,P53,ER
NM_007815,258975,nuclear receptor,cytosol
NM_012094,3050,FOS,peroxisome
NM_087067,798818,KIN,golgi
NM_047590,91075,LIP,nucleus
NM_043807,320645,JUN,mitochondria
NM_054200,255921,LIP,peroxisome
NM_052380,333845,KAR,ER
NM_015648,274299,TGF-B,ER
NM_026332,846862,FOS,peroxisome
NM_080982,524879,TGF-B,nucleus
NM_067242,562997,KIN,mitochondria
NM_063730,872768,TIMP,nucleus
NM_070282,871265,LIP,golgi
NM_036970,512847,KIN,peroxisome
NM_021770,975682,MAPK,golgi
NM_056873,859902,KIN,nucleus
NM_074170,392658,TIMP,cytosol
NM_093835,826984,TIMP,golgi
NM_024161,335511,KAR,cytosol
NM_064927,256529,TIMP,cytosol
NM_029107,222641,TGF-B,cytosol
NM_014993,58187,TIMP,mitochondria
NM_075386,832859,nuclear receptor,golgi
NM_009423,275441,KAR,golgi
NM_025881,226776,nuclear receptor,ER
NM_045992,519381,TGF-B,ER
NM_068776,986260,JUN,cytosol
NM_090841,656267,TIMP,mitochondria
