transcript ID,fold induction,family,location
NM_063189,723579,FOS,nucleus
NM_053446,518718,JUN,nucleus
NM_044334,972751,TIMP,ER
NM_081273,748282,LIP,peroxisome
NM_087122,635405,FOS,cytosol
NM_052210,296458,JUN,nucleus
NM_087787,624509,JUN,mitochondria
NM_093892,494060,FOS,cytosol
NM_068771,346792,TGF-B,nucleus
NM_065262,757814,KIN,mitochondria
NM_042512,678867,KIN,peroxisome
NM_088633,366765,KAR,peroxisome
NM_060025,63670,TGF-B,nucleus
NM_089909,603487,TNF,peroxisome
NM_034938,385709,FOS,peroxisome
NM_069734,522994,TGF-B,mitochondria
NM_000051,910223,FOS,mitochondria
NM_062182,555760,nuclear receptor,nucleus
NM_005098,151004,LIP,golgi
NM_079167,443835,LIP,nucleus
NM_082856,749778,P53,cytosol
NM_039745,30820,JUN,ER
NM_092088,773422,TIMP,golgi
NM_028065,277092,TGF-B,ER
NM_066217,349711,JUN,nucleus
NM_048993,13322,MAPK,golgi
NM_009270,624888,TGF-B,ER
NM_095037,936142,P53,nucleus
NM_095899,614187,FOS,ER
NM_090089,697013,P53,cytosol
NM_013138,613228,KAR,peroxisome
NM_091519,478251,TNF,ER
NM_020911,671747,TER,golgi
NM_062684,403424,FOS,cytosol
NM_025837,872597,TER,cytosol
NM_025038,597579,TER,ER
NM_029824,246598,KAR,nucleus
NM_061799,254647,TGF-B,golgi
NM_062447,366389,LIP,peroxisome
NM_023493,315805,KAR,golgi
NM_007026,991044,TNF,cytosol
NM_027708,163225,P53,mitochondria
NM_091280,86401,KAR,golgi
NM_027170,548646,JUN,golgi
NM_038463,90693,TGF-B,peroxisome
NM_060058,544564,TIMP,peroxisome
NM_033344,198857,LIP,golgi
NM_090467,560648,TER,peroxisome
NM_032211,209308,MAPK,nucleus
NM_021246,685542,P53,peroxisome
NM_051683,964421,nuclear receptor,cytosol
NM_058162,593198,KAR,golgi
NM_038802,357874,JUN,peroxisome
NM_002925,931341,nuclear receptor,peroxisome
NM_051071,420053,MAPK,golgi
NM_023472,976987,FOS,mitochondria
NM_065512,44779,MAPK,cytosol
NM_010044,356959,FOS,nucleus
NM_022237,72393,TIMP,nucleus
NM_019581,311448,nuclear receptor,nucleus
NM_084419,710620,JUN,peroxisome
NM_004645,5677,TER,ER
NM_039547,805362,JUN,peroxisome
NM_064150,49669,FOS,cytosol
NM_002400,679227,TGF-B,nucleus
NM_000816,438830,TIMP,mitochondria
NM_012719,851273,KIN,golgi
NM_001328,875380,KAR,peroxisome
NM_007074,967750,nuclear receptor,cytosol
NM_094768,439802,TGF-B,ER
NM_064050,136809,JUN,peroxisome
NM_037596,808617,TGF-B,ER
NM_001634,685089,LIP,golgi
NM_002727,212239,FOS,golgi
NM_092515,449836,nuclear receptor,nucleus
NM_010797,629967,TIMP,nucleus
NM_068948,737923,FOS,mitochondria
NM_047718,492006,nuclear receptor,ER
NM_051785,585038,TNF,peroxisome
NM_030865,665739,MAPK,mitochondria
NM_026880,204720,TGF-B,peroxisome
NM_014769,667602,MAPK,cytosol
