transcript ID,fold induction,family,location
NM_008120,377291,TNF,mitochondria
NM_029036,77978,TIMP,nucleus
NM_020462,394863,TIMP,golgi
NM_066818,68447,LIP,ER
NM_026466,4959,TGF-B,golgi
NM_089741,106202,JUN,golgi
NM_033262,811782,TER,mitochondria
NM_014532,155192,KAR,golgi
NM_013330,883347,TGF-B,mitochondria
NM_057348,504874,JUN,ER
NM_048973,468455,JUN,nucleus
NM_065286,728941,FOS,mitochondria
NM_015950,925449,P53,cytosol
NM_063880,23278,MAPK,mitochondria
NM_001601,162746,MAPK,nucleus
NM_017126,591118,MAPK,ER
NM_092943,769702,TIMP,nucleus
NM_044848,840410,TIMP,cytosol
NM_005576,269503,TNF,golgi
NM_001445,915607,P53,nucleus
NM_091646,813186,P53,mitochondria
NM_080373,710141,JUN,mitochondria
NM_001574,264069,KAR,peroxisome
NM_050053,883611,TIMP,nucleus
NM_080454,145729,nuclear receptor,golgi
NM_056247,315515,LIP,nucleus
NM_005547,17093,KIN,peroxisome
NM_020304,783969,TGF-B,ER
NM_010480,279773,nuclear receptor,ER
NM_053100,782547,KAR,cytosol
NM_074366,252406,LIP,ER
NM_045901,732435,FOS,mitochondria
NM_041325,704179,KIN,golgi
NM_028575,650576,TGF-B,mitochondria
NM_027025,727809,nuclear receptor,golgi
NM_007866,508519,KIN,mitochondria
NM_046241,395472,TNF,golgi
NM_006919,875490,TIMP,ER
NM_023353,879165,TIMP,ER
NM_079860,177736,KIN,golgi
NM_004366,754726,MAPK,golgi
NM_083317,601863,TER,ER
NM_058744,450487,MAPK,peroxisome
NM_077149,381929,TGF-B,mitochondria
NM_059052,943213,MAPK,nucleus
NM_072357,493260,TGF-B,cytosol
NM_026300,552258,nuclear receptor,golgi
NM_092624,896415,TGF-B,mitochondria
NM_006086,352580,TGF-B,golgi
NM_016161,637313,TER,nucleus
NM_032149,152669,LIP,nucleus
NM_056367,624645,TNF,cytosol
NM_071099,763809,nuclear receptor,cytosol
NM_042857,358568,KAR,mitochondria
NM_093799,971484,P53,cytosol
NM_025477,262581,TIMP,peroxisome
NM_030213,819870,KAR,peroxisome
