transcript ID,fold induction,family,location
NM_004977,561612,TIMP,peroxisome
NM_004997,394568,nuclear receptor,cytosol
NM_002693,477371,TGF-B,ER
NM_058072,402193,TNF,cytosol
NM_034982,18590,nuclear receptor,cytosol
NM_053083,996718,LIP,mitochondria
NM_079903,996574,KIN,golgi
NM_072933,144675,P53,golgi
NM_081897,797486,FOS,mitochondria
NM_076823,726885,KIN,peroxisome
NM_056691,103414,MAPK,peroxisome
NM_019618,363708,TNF,nucleus
NM_006265,47856,MAPK,ER
NM_032584,865590,TGF-B,ER
NM_036318,640183,MAPK,cytosol
NM_025040,9037,TNF,golgi
NM_057583,448753,MAPK,nucleus
NM_098495,188206,TIMP,nucleus
NM_004013,565615,TIMP,nucleus
NM_074310,181909,nuclear receptor,nucleus
NM_049046,112781,nuclear receptor,golgi
NM_051786,357021,KAR,cytosol
NM_039645,379954,TIMP,cytosol
NM_064449,956456,TER,nucleus
NM_010835,431901,TGF-B,cytosol
NM_099867,46114,KIN,golgi
NM_073968,615760,LIP,ER
NM_092202,503189,KAR,ER
NM_023393,248100,LIP,peroxisome
NM_077709,389645,MAPK,cytosol
NM_079650,187840,TER,cytosol
NM_019615,27607,FOS,golgi
NM_029291,765426,JUN,nucleus
NM_059948,888869,KAR,cytosol
NM_003185,58938,TGF-B,golgi
NM_047982,738500,TGF-B,mitochondria
NM_013012,395607,JUN,peroxisome
NM_040843,144915,TER,golgi
NM_054458,411057,MAPK,cytosol
NM_049672,386777,FOS,ER
NM_033036,625193,TNF,peroxisome
NM_006006,276000,LIP,ER
NM_091818,770603,P53,mitochondria
NM_088713,73373,JUN,mitochondria
NM_021145,65433,KIN,ER
NM_088864,498159,MAPK,peroxisome
NM_087615,580012,TNF,ER
NM_022699,736250,TIMP,nucleus
NM_012602,206610,FOS,golgi
NM_047955,892164,nuclear receptor,peroxisome
NM_016713,304129,MAPK,mitochondria
NM_064299,282836,LIP,mitochondria
NM_053611,271606,TER,cytosol
NM_062713,128281,nuclear receptor,nucleus
NM_005416,88691,TNF,nucleus
NM_094168,95613,TIMP,golgi
NM_054049,468007,FOS,nucleus
NM_059974,277066,TIMP,peroxisome
NM_001599,527749,LIP,cytosol
NM_026296,146886,KAR,peroxisome
NM_037769,562088,JUN,mitochondria
NM_078433,743999,MAPK,golgi
NM_063412,503767,KIN,golgi
NM_040806,620402,nuclear receptor,peroxisome
NM_014184,911494,TGF-B,ER
NM_093144,498147,TNF,mitochondria
NM_033326,623179,TER,peroxisome
NM_042618,619609,JUN,ER
NM_081354,679820,KAR,cytosol
NM_039198,70701,JUN,ER
NM_060329,30688,MAPK,cytosol
NM_014850,871476,TGF-B,peroxisome
NM_034340,83088,P53,golgi
NM_077663,67782,TER,cytosol
NM_095944,388555,FOS,cytosol
NM_092998,465465,TGF-B,golgi
NM_044498,50562,KIN,cytosol
NM_089551,83403,LIP,cytosol
NM_004134,572622,TNF,cytosol
NM_075457,486097,TNF,mitochondria
NM_035965,713235,TER,ER
NM_035694,100601,KIN,ER
NM_008616,675434,FOS,golgi
NM_045902,776122,TIMP,peroxisome
NM_076247,261145,TER,nucleus
NM_029650,128837,TGF-B,nucleus
NM_080613,399137,JUN,golgi
NM_098039,395439,TER,cytosol
NM_023816,190027,MAPK,golgi
NM_029456,882080,KIN,cytosol
NM_099474,818478,JUN,cytosol
NM_066673,603918,KIN,cytosol
NM_035621,366315,KIN,peroxisome
NM_099720,498180,MAPK,cytosol
NM_073404,763296,TNF,nucleus
NM_006786,747258,JUN,mitochondria
NM_035422,114356,TIMP,nucleus
NM_065634,132242,TNF,peroxisome
NM_077826,814264,TER,ER
NM_090518,881798,KAR,ER
NM_028454,660392,nuclear receptor,golgi
NM_063674,567675,TER,cytosol
NM_004798,961535,P53,golgi
NM_024266,239012,KIN,cytosol
NM_073923,631610,FOS,golgi
NM_057337,810757,TNF,nucleus
NM_029990,34255,FOS,mitochondria
NM_022297,774294,nuclear receptor,nucleus
NM_043162,908167,JUN,cytosol
NM_084047,496608,KAR,nucleus
NM_077386,119872,TER,peroxisome
NM_084990,424201,P53,golgi
NM_050449,436134,P53,cytosol
NM_021616,319306,TNF,nucleus
NM_083271,828772,TIMP,ER
NM_092402,596753,MAPK,golgi
NM_044909,134008,KIN,peroxisome
NM_015475,659087,TGF-B,mitochondria
NM_026207,406376,LIP,peroxisome
NM_082780,204738,FOS,mitochondria
NM_014773,489096,FOS,ER
NM_035394,780008,LIP,cytosol
NM_028815,792823,MAPK,nucleus
NM_047568,808291,TIMP,nucleus
NM_063445,500684,TGF-B,cytosol
NM_018082,715913,TIMP,golgi
NM_037954,567232,TER,cytosol
NM_012466,36218,P53,mitochondria
NM_048938,939173,TER,peroxisome
NM_023552,956860,FOS,nucleus
NM_086867,773087,KAR,peroxisome
NM_040243,731707,P53,mitochondria
NM_037145,155867,KAR,golgi
NM_006585,854795,P53,nucleus
NM_051857,71593,LIP,cytosol
NM_000025,212837,TIMP,mitochondria
NM_039283,144372,KAR,cytosol
NM_046135,275207,TNF,nucleus
NM_086495,395351,nuclear receptor,ER
NM_093121,911292,MAPK,golgi
NM_062674,19490,TGF-B,mitochondria
NM_065623,662726,MAPK,cytosol
NM_042951,29548,MAPK,ER
NM_098789,237896,P53,cytosol
NM_039721,987388,LIP,ER
NM_045415,265072,TER,ER
NM_053977,661590,TER,peroxisome
NM_017279,959204,KIN,peroxisome
NM_015075,543767,TNF,mitochondria
NM_027906,496884,KAR,ER
NM_033062,713018,JUN,cytosol
NM_017402,408717,KAR,peroxisome
NM_006774,273063,JUN,nucleus
NM_036664,679382,P53,mitochondria
NM_025169,759747,JUN,nucleus
NM_066694,716324,FOS,cytosol
NM_049980,305623,JUN,cytosol
NM_046157,646029,LIP,peroxisome
NM_084620,168363,nuclear receptor,peroxisome
NM_066126,758012,KAR,nucleus
NM_008313,780708,TER,mitochondria
NM_008865,68241,TER,ER
NM_033480,585623,FOS,nucleus
NM_054762,250210,TER,peroxisome
NM_080895,997561,nuclear receptor,golgi
NM_027669,713810,TNF,ER
NM_076518,172152,TNF,mitochondria
NM_022375,215774,TIMP,golgi
NM_076039,896574,TIMP,peroxisome
NM_063668,701603,KIN,mitochondria
NM_054004,569716,nuclear receptor,peroxisome
NM_041296,477747,TGF-B,golgi
NM_020642,174792,MAPK,mitochondria
NM_039922,480377,KAR,ER
NM_062670,555432,TER,nucleus
NM_057314,541930,TER,nucleus
NM_016318,760029,KIN,nucleus
NM_063942,519974,KIN,ER
NM_053491,993140,LIP,peroxisome
NM_000038,780285,KIN,ER
NM_067314,582430,TIMP,golgi
NM_018011,110714,KAR,mitochondria
NM_090903,189009,nuclear receptor,nucleus
NM_014676,686177,TIMP,peroxisome
NM_014061,580688,FOS,nucleus
NM_023918,330129,FOS,ER
NM_031981,963620,nuclear receptor,golgi
NM_084174,79283,nuclear receptor,peroxisome
NM_048935,87979,nuclear receptor,golgi
NM_085426,992499,LIP,peroxisome
NM_027414,393903,TGF-B,mitochondria
NM_063569,393994,KIN,golgi
NM_042279,118111,JUN,mitochondria
NM_055140,433573,FOS,mitochondria
NM_003724,883622,KIN,peroxisome
NM_051699,528723,TGF-B,golgi
NM_079016,1024,nuclear receptor,cytosol
NM_069425,300901,TER,ER
NM_027727,616475,LIP,golgi
NM_079300,945779,MAPK,ER
NM_098423,477789,FOS,golgi
NM_094495,798888,TNF,nucleus
NM_002108,650271,KAR,cytosol
NM_057531,233533,TGF-B,golgi
NM_090093,937870,TGF-B,ER
NM_063730,370658,JUN,ER
NM_016529,151519,nuclear receptor,ER
NM_012771,796974,TNF,nucleus
NM_084890,647153,FOS,nucleus
NM_044152,748916,nuclear receptor,nucleus
NM_097086,561915,nuclear receptor,cytosol
NM_032294,112462,KAR,nucleus
NM_083980,663917,MAPK,mitochondria
NM_096038,426812,TGF-B,golgi
NM_093491,830475,TGF-B,nucleus
NM_046118,755249,FOS,mitochondria
NM_051558,619614,TER,ER
NM_018151,338366,TIMP,mitochondria
NM_074174,691667,JUN,ER
NM_064962,905959,LIP,ER
NM_031624,162847,TNF,mitochondria
NM_046929,648462,FOS,nucleus
NM_093258,384929,LIP,nucleus
NM_031673,54953,TER,mitochondria
NM_083218,163556,KAR,nucleus
NM_033370,380157,KIN,peroxisome
NM_060521,830137,MAPK,ER
NM_015515,242361,TER,cytosol
NM_057488,265389,JUN,golgi
NM_017420,349648,nuclear receptor,nucleus
NM_095640,688811,KIN,peroxisome
NM_067972,41649,FOS,ER
NM_032412,311683,LIP,nucleus
NM_056048,826507,FOS,cytosol
NM_022833,201879,TNF,cytosol
NM_055902,684787,TNF,golgi
NM_050026,760198,TNF,cytosol
NM_078386,59444,KAR,peroxisome
NM_035812,717842,JUN,peroxisome
NM_021745,336794,KIN,peroxisome
NM_012501,922690,TIMP,golgi
NM_055711,962717,KIN,mitochondria
NM_000267,968141,KIN,peroxisome
NM_040471,140111,JUN,cytosol
NM_090991,424705,MAPK,golgi
NM_038803,354119,KIN,nucleus
NM_082892,538644,TER,golgi
NM_013705,225874,KIN,ER
NM_004748,443472,KAR,golgi
NM_053219,984281,KIN,mitochondria
NM_034475,394760,KAR,nucleus
NM_048270,37732,FOS,ER
NM_023552,33900,TGF-B,golgi
NM_012263,149104,MAPK,nucleus
NM_060625,514592,TNF,ER
NM_029598,713709,JUN,ER
NM_004190,858821,FOS,nucleus
NM_006062,667174,LIP,peroxisome
NM_094517,594219,TGF-B,cytosol
NM_078515,22982,LIP,nucleus
NM_053750,406509,TNF,cytosol
NM_092632,504499,LIP,mitochondria
NM_087082,894876,LIP,ER
NM_067804,392917,P53,golgi
NM_006012,897207,KIN,golgi
NM_073901,279244,TIMP,ER
NM_059679,704386,nuclear receptor,cytosol
NM_018914,361658,KIN,cytosol
NM_094988,994632,TIMP,nucleus
NM_083741,191061,LIP,mitochondria
NM_070442,685281,JUN,mitochondria
NM_003915,807853,KAR,nucleus
NM_033510,668428,JUN,mitochondria
NM_046263,499386,TIMP,mitochondria
NM_016365,83595,FOS,peroxisome
NM_028604,426321,TNF,cytosol
NM_065309,106700,TER,ER
NM_016557,446071,nuclear receptor,nucleus
NM_024988,942303,JUN,mitochondria
NM_079193,117129,TIMP,peroxisome
NM_047517,705440,LIP,peroxisome
NM_043214,253669,KIN,golgi
NM_019746,90910,JUN,cytosol
NM_029598,633935,MAPK,nucleus
NM_024052,165159,TGF-B,cytosol
NM_065449,267846,TGF-B,golgi
NM_069780,93276,nuclear receptor,golgi
NM_008472,325099,MAPK,golgi
NM_051333,787359,TER,golgi
NM_029009,215179,TGF-B,mitochondria
NM_099060,949697,LIP,mitochondria
NM_088179,673038,nuclear receptor,golgi
NM_014106,575582,nuclear receptor,cytosol
NM_091236,214051,KIN,peroxisome
NM_076019,57529,P53,nucleus
NM_083704,798868,FOS,nucleus
NM_090503,608311,JUN,nucleus
NM_099399,352777,TIMP,mitochondria
NM_099344,11861,P53,nucleus
NM_031719,257812,KAR,peroxisome
NM_051923,709537,LIP,nucleus
NM_095920,229028,LIP,nucleus
NM_099740,520469,TIMP,ER
NM_063967,660017,nuclear receptor,ER
NM_037229,874880,LIP,peroxisome
NM_047372,515683,TIMP,peroxisome
NM_028400,79320,FOS,mitochondria
NM_052926,606356,nuclear receptor,mitochondria
NM_058359,2206,LIP,cytosol
NM_061056,765973,TGF-B,peroxisome
NM_046542,255692,KIN,golgi
NM_055406,92541,LIP,mitochondria
NM_070109,361634,KIN,mitochondria
NM_006507,713530,KAR,ER
NM_010589,196992,TGF-B,golgi
NM_016001,695397,TNF,mitochondria
NM_006915,311150,TER,cytosol
NM_066536,988386,TIMP,peroxisome
NM_091118,76100,MAPK,cytosol
NM_031001,26672,TGF-B,peroxisome
NM_019051,875584,TER,golgi
NM_013550,751682,LIP,peroxisome
NM_059643,608690,nuclear receptor,mitochondria
NM_009223,200693,nuclear receptor,peroxisome
NM_068345,180893,nuclear receptor,nucleus
NM_098540,492031,TIMP,golgi
NM_058241,927970,nuclear receptor,golgi
NM_044808,234078,LIP,nucleus
NM_018306,742813,KAR,cytosol
NM_047870,735923,FOS,peroxisome
NM_056833,799333,TER,golgi
NM_097992,899315,FOS,peroxisome
NM_056454,530145,nuclear receptor,ER
NM_025134,485987,TIMP,golgi
NM_099771,782282,FOS,ER
NM_058898,439486,TGF-B,mitochondria
NM_073832,528300,FOS,cytosol
NM_053297,659624,KIN,cytosol
NM_028949,214712,JUN,nucleus
NM_063265,177269,MAPK,cytosol
NM_051083,434541,FOS,cytosol
NM_027202,942594,TNF,golgi
NM_033449,891141,MAPK,nucleus
NM_013584,237895,JUN,mitochondria
NM_068977,100302,MAPK,ER
NM_009313,908319,TER,ER
NM_052094,820470,LIP,mitochondria
NM_066742,314809,MAPK,golgi
NM_047830,524441,TIMP,cytosol
NM_095001,701619,TGF-B,golgi
NM_003581,742631,TIMP,ER
NM_089149,480851,FOS,golgi
NM_033540,180254,TGF-B,cytosol
NM_027341,982277,FOS,nucleus
NM_063391,453942,TER,nucleus
NM_007397,561066,KAR,nucleus
NM_088786,140641,KAR,nucleus
NM_072519,996424,MAPK,ER
NM_083725,888758,TER,cytosol
NM_055730,355025,LIP,cytosol
NM_048728,322940,MAPK,golgi
NM_065892,758843,LIP,nucleus
NM_035077,15020,TIMP,nucleus
NM_087425,290340,LIP,ER
NM_083991,180804,FOS,golgi
NM_037931,860303,TNF,mitochondria
NM_048994,998134,KAR,nucleus
NM_091909,784966,JUN,mitochondria
NM_004180,143443,P53,nucleus
NM_083097,439538,MAPK,golgi
NM_018331,613279,MAPK,cytosol
NM_095110,479233,TGF-B,golgi
NM_013902,742475,KIN,ER
NM_080444,764024,KAR,mitochondria
NM_095499,84070,FOS,peroxisome
NM_055388,871986,FOS,golgi
NM_012220,435999,nuclear receptor,cytosol
NM_023854,70140,MAPK,ER
NM_046767,532704,TNF,nucleus
NM_042697,122033,KAR,mitochondria
NM_091192,484783,FOS,mitochondria
NM_086334,572852,JUN,ER
NM_040228,313613,TIMP,peroxisome
NM_023863,785007,KIN,ER
NM_024686,213260,TER,cytosol
NM_074786,826540,TER,cytosol
NM_087262,104024,FOS,mitochondria
NM_075314,207087,LIP,cytosol
NM_017614,138840,MAPK,golgi
NM_067093,304763,FOS,ER
NM_099731,624469,TER,mitochondria
NM_030126,530448,nuclear receptor,golgi
NM_088302,502735,FOS,peroxisome
NM_005741,888940,TIMP,mitochondria
NM_036034,269873,TER,cytosol
NM_042699,703213,P53,peroxisome
NM_011353,511002,JUN,mitochondria
NM_021983,456992,TIMP,nucleus
NM_057465,340568,FOS,mitochondria
NM_067512,634956,TIMP,peroxisome
NM_057542,466485,FOS,golgi
NM_008018,6326,nuclear receptor,nucleus
NM_083412,122814,nuclear receptor,nucleus
NM_086069,999239,nuclear receptor,nucleus
NM_097687,203476,TER,peroxisome
NM_080547,662036,TIMP,mitochondria
NM_070755,939508,nuclear receptor,nucleus
NM_036374,9040,JUN,peroxisome
NM_050689,857385,TGF-B,golgi
NM_098003,895550,KIN,ER
NM_040597,575428,TGF-B,peroxisome
NM_068404,948381,TER,ER
NM_035464,332809,FOS,mitochondria
NM_027160,937413,KAR,nucleus
NM_039256,622941,TNF,peroxisome
NM_005495,43205,JUN,nucleus
NM_049231,285425,LIP,cytosol
NM_072539,772465,TGF-B,peroxisome
NM_041279,329343,TER,golgi
NM_047406,999035,LIP,golgi
NM_032591,624033,LIP,mitochondria
NM_036929,145687,TGF-B,peroxisome
NM_040581,270240,KAR,cytosol
NM_093356,862261,TER,mitochondria
NM_080143,320432,TER,golgi
NM_065304,822353,P53,golgi
NM_028418,886897,nuclear receptor,golgi
NM_087120,552177,KAR,peroxisome
NM_070086,964545,TER,cytosol
NM_015086,363985,TGF-B,peroxisome
NM_042941,890607,TIMP,nucleus
NM_059836,971190,TER,ER
NM_056560,691905,nuclear receptor,ER
NM_029583,219330,JUN,peroxisome
NM_075654,754714,LIP,golgi
NM_061589,743575,TNF,cytosol
NM_003422,97645,FOS,ER
NM_060222,511901,P53,golgi
NM_084686,39624,TNF,peroxisome
NM_060826,559118,FOS,golgi
NM_049925,977868,MAPK,nucleus
NM_074587,994557,JUN,mitochondria
NM_092354,782822,KIN,ER
NM_096608,35322,TGF-B,peroxisome
NM_013969,285417,TGF-B,ER
NM_064151,118889,KAR,peroxisome
NM_019326,966191,TIMP,nucleus
NM_078532,607288,LIP,golgi
NM_058672,676329,KAR,mitochondria
NM_041293,260837,MAPK,mitochondria
NM_027276,107060,KIN,mitochondria
NM_009483,773493,KAR,ER
NM_084826,363912,TER,ER
NM_021573,668436,KIN,golgi
NM_087373,145178,FOS,nucleus
NM_038141,758644,FOS,ER
NM_028603,1708,MAPK,nucleus
NM_061439,809824,P53,ER
NM_003623,745729,TGF-B,cytosol
NM_032175,117417,TER,cytosol
NM_022366,949305,nuclear receptor,cytosol
NM_028514,660011,TER,ER
NM_050630,340256,TGF-B,ER
NM_094875,803559,P53,ER
NM_098995,413775,TGF-B,golgi
NM_073138,527179,MAPK,peroxisome
NM_036566,943428,nuclear receptor,golgi
NM_070730,979202,LIP,cytosol
NM_087333,417440,P53,ER
NM_010923,569380,LIP,nucleus
NM_045854,357692,TIMP,golgi
NM_018192,29266,P53,ER
NM_067407,833972,TNF,peroxisome
NM_034199,484526,nuclear receptor,peroxisome
NM_056858,61500,TNF,nucleus
NM_030088,149773,TIMP,ER
NM_010002,910183,KAR,peroxisome
NM_009882,927017,MAPK,cytosol
NM_097428,671595,TER,peroxisome
NM_079189,485269,JUN,nucleus
NM_084097,627507,TGF-B,ER
NM_079034,189606,P53,ER
NM_067587,526696,TIMP,mitochondria
NM_043476,40536,TER,ER
NM_078193,442739,FOS,golgi
NM_028885,537634,KIN,peroxisome
NM_070920,903156,TGF-B,nucleus
NM_002154,746918,JUN,peroxisome
NM_061301,77094,KIN,mitochondria
NM_040208,60659,JUN,golgi
NM_054651,349683,MAPK,peroxisome
NM_037447,607906,nuclear receptor,golgi
NM_098317,587833,KAR,cytosol
NM_021212,885758,TIMP,mitochondria
NM_072210,43155,MAPK,cytosol
NM_011901,963127,nuclear receptor,peroxisome
NM_098055,572780,KIN,cytosol
NM_035958,682124,nuclear receptor,mitochondria
NM_070775,479466,KIN,nucleus
NM_036226,317242,JUN,nucleus
NM_062596,483330,JUN,golgi
NM_009050,127630,nuclear receptor,nucleus
NM_074259,861492,TNF,golgi
NM_059219,702219,TNF,nucleus
NM_061219,225229,KIN,nucleus
NM_027396,237243,FOS,nucleus
NM_025782,598332,nuclear receptor,mitochondria
