transcript ID,fold induction,family,location
NM_092228,929417,TIMP,nucleus
NM_088464,647371,JUN,mitochondria
NM_071667,66743,TIMP,cytosol
NM_065679,300336,TER,nucleus
NM_017618,185187,MAPK,golgi
NM_025242,536024,MAPK,mitochondria
NM_067589,989297,TNF,cytosol
NM_041628,567437,KAR,nucleus
NM_052899,798664,LIP,ER
NM_063349,472292,KAR,nucleus
NM_046417,440191,TER,golgi
NM_065102,649813,TNF,peroxisome
NM_091733,629055,TGF-B,cytosol
NM_096236,508357,FOS,golgi
NM_061497,212909,KIN,nucleus
NM_049507,919542,JUN,mitochondria
NM_060549,919549,nuclear receptor,ER
NM_005048,30911,LIP,mitochondria
NM_052263,430001,FOS,golgi
NM_035617,857603,LIP,cytosol
NM_076710,691749,TIMP,golgi
NM_022456,204872,JUN,nucleus
NM_017240,463017,KIN,golgi
NM_081260,123082,JUN,cytosol
NM_039358,906227,MAPK,cytosol
NM_023501,596710,JUN,golgi
NM_027581,412219,P53,nucleus
NM_019068,241661,MAPK,mitochondria
NM_035452,114533,KIN,golgi
NM_035218,817706,P53,ER
NM_061650,935833,FOS,nucleus
NM_062001,653527,TIMP,peroxisome
NM_087030,793345,TIMP,golgi
NM_024092,82713,P53,peroxisome
NM_011855,427809,LIP,nucleus
NM_000469,476088,FOS,mitochondria
NM_003124,219773,LIP,nucleus
NM_045833,360325,LIP,cytosol
NM_051762,124558,LIP,peroxisome
NM_032284,645935,KIN,cytosol
NM_067971,55604,TER,cytosol
NM_049445,48942,TER,peroxisome
NM_034685,291422,JUN,mitochondria
NM_059769,226249,KIN,mitochondria
NM_001157,903560,KIN,golgi
NM_047429,915259,TNF,ER
NM_038753,470983,LIP,peroxisome
NM_088532,435924,LIP,mitochondria
NM_014130,573370,nuclear receptor,nucleus
NM_051828,40153,TGF-B,peroxisome
NM_084347,946709,TGF-B,cytosol
NM_056168,763640,TER,cytosol
NM_088939,168424,MAPK,cytosol
NM_003141,565715,nuclear receptor,cytosol
NM_022492,782692,LIP,nucleus
NM_018645,787915,nuclear receptor,cytosol
NM_013402,451279,MAPK,ER
NM_058730,162627,MAPK,peroxisome
NM_008541,553699,KAR,nucleus
NM_013351,379626,TGF-B,ER
NM_068930,67322,TNF,nucleus
NM_079716,295877,TER,mitochondria
NM_027128,416427,MAPK,cytosol
NM_007769,167503,TER,cytosol
NM_014903,424015,P53,nucleus
NM_014515,191365,LIP,nucleus
NM_049070,347438,KIN,ER
NM_073783,446799,LIP,ER
NM_067081,210244,TGF-B,ER
NM_065640,848556,KIN,peroxisome
NM_054243,929274,TIMP,cytosol
NM_065805,50084,P53,nucleus
NM_049861,769825,TNF,nucleus
NM_035448,944108,TER,mitochondria
NM_098843,319995,TNF,ER
NM_069533,721670,MAPK,ER
NM_034839,363534,TGF-B,peroxisome
NM_014092,743740,MAPK,mitochondria
NM_034312,646671,MAPK,golgi
NM_039619,32708,FOS,cytosol
NM_011846,192374,TIMP,golgi
NM_063869,828203,TNF,cytosol
NM_074967,810302,TIMP,peroxisome
NM_053123,529873,KAR,nucleus
NM_008916,816054,nuclear receptor,nucleus
NM_063249,185812,TGF-B,ER
NM_009115,827864,TER,ER
NM_020087,464856,KAR,nucleus
NM_087397,646665,MAPK,mitochondria
NM_011053,240163,JUN,nucleus
NM_068541,602120,LIP,peroxisome
NM_013386,950078,KIN,mitochondria
NM_091724,131466,TER,mitochondria
NM_033795,21795,TNF,ER
NM_060057,147190,KIN,cytosol
NM_091822,716928,FOS,nucleus
NM_056035,165262,P53,nucleus
NM_059400,926681,FOS,cytosol
NM_094548,495453,TGF-B,mitochondria
NM_059391,150036,FOS,cytosol
NM_073274,794267,JUN,ER
NM_073145,465819,JUN,golgi
NM_041235,384834,TIMP,peroxisome
NM_018707,583628,TNF,mitochondria
NM_019369,678410,FOS,golgi
NM_067638,806386,KAR,ER
NM_080020,112247,FOS,golgi
NM_041438,341269,TNF,ER
NM_019484,591442,LIP,ER
NM_082528,991564,TNF,cytosol
NM_078389,337027,TNF,nucleus
NM_027641,529568,nuclear receptor,cytosol
NM_045766,346032,LIP,peroxisome
NM_057091,460251,KAR,ER
NM_087400,621600,LIP,golgi
NM_041058,476661,LIP,peroxisome
NM_092704,415717,JUN,golgi
NM_081688,864153,LIP,ER
NM_041800,338249,TIMP,ER
NM_008558,385898,nuclear receptor,peroxisome
NM_084755,478811,TGF-B,nucleus
NM_061830,161687,nuclear receptor,nucleus
NM_095164,99002,TGF-B,ER
NM_007926,818620,KAR,mitochondria
NM_073434,643331,MAPK,peroxisome
NM_009138,256248,JUN,golgi
NM_084661,101014,JUN,ER
NM_098832,46489,FOS,golgi
NM_096662,942180,FOS,cytosol
NM_046843,799516,nuclear receptor,ER
NM_032754,234281,nuclear receptor,cytosol
NM_076451,38206,TNF,mitochondria
NM_015571,91860,TIMP,ER
NM_038168,611175,LIP,nucleus
NM_007824,586871,TNF,mitochondria
NM_073865,497801,FOS,golgi
NM_051607,34281,P53,peroxisome
NM_042179,181560,FOS,peroxisome
NM_005745,614252,P53,golgi
NM_059542,93909,KIN,ER
NM_059121,999270,KAR,peroxisome
NM_096522,333812,JUN,cytosol
NM_028136,465290,KIN,nucleus
NM_029854,376306,P53,peroxisome
NM_044265,979872,P53,ER
NM_055347,557523,P53,ER
NM_028768,116222,FOS,peroxisome
NM_008591,965530,MAPK,peroxisome
NM_029746,717886,TGF-B,peroxisome
NM_062342,811926,TER,peroxisome
NM_072440,417743,TNF,peroxisome
NM_096404,635332,KAR,golgi
NM_079151,617701,KAR,peroxisome
NM_087096,483459,P53,ER
NM_033711,847974,FOS,nucleus
NM_093406,28106,MAPK,golgi
NM_073293,155979,nuclear receptor,mitochondria
NM_009253,556478,LIP,mitochondria
NM_072087,709599,TGF-B,peroxisome
NM_026711,316879,TNF,peroxisome
NM_054611,110336,JUN,golgi
NM_033488,856682,nuclear receptor,golgi
NM_030643,419735,JUN,ER
NM_053042,606406,TNF,mitochondria
NM_096092,990981,KAR,ER
NM_039624,313786,KAR,cytosol
NM_035344,364783,P53,ER
NM_084893,312628,TNF,peroxisome
NM_010845,269576,TIMP,peroxisome
NM_079567,107590,LIP,ER
NM_051046,974973,TNF,ER
NM_023946,179580,KAR,ER
NM_065496,225244,TIMP,peroxisome
NM_005945,707241,TIMP,nucleus
NM_053362,244364,FOS,ER
NM_032562,105870,TNF,mitochondria
NM_007006,692804,TNF,mitochondria
NM_011821,997466,nuclear receptor,golgi
NM_086117,936037,TIMP,ER
NM_072192,473062,TER,cytosol
NM_064799,893388,JUN,mitochondria
NM_097483,252035,TGF-B,golgi
NM_055337,974534,KAR,cytosol
NM_032153,710220,P53,mitochondria
NM_058878,925091,nuclear receptor,golgi
NM_088029,782064,LIP,cytosol
NM_019777,308297,KIN,golgi
NM_027605,817655,KIN,nucleus
NM_015772,459534,TNF,mitochondria
NM_088235,680462,LIP,peroxisome
NM_025738,4186,KIN,mitochondria
NM_096920,442129,KAR,golgi
NM_098401,497979,LIP,ER
NM_031018,844128,MAPK,nucleus
NM_045628,433026,TGF-B,ER
NM_091475,491988,LIP,cytosol
NM_095643,630959,LIP,peroxisome
NM_089885,993707,TGF-B,cytosol
NM_009491,234134,TIMP,nucleus
NM_037651,841661,TNF,ER
NM_031994,50186,P53,golgi
NM_003075,647380,JUN,golgi
NM_090221,526081,TER,nucleus
NM_048958,633998,KIN,golgi
NM_038669,536922,FOS,cytosol
NM_036718,751469,TGF-B,mitochondria
NM_065739,470392,P53,cytosol
NM_003191,270331,JUN,nucleus
NM_047474,275739,FOS,golgi
NM_096315,808487,TIMP,nucleus
NM_031176,329519,MAPK,cytosol
NM_066173,213281,FOS,nucleus
NM_091159,672329,KIN,nucleus
NM_050729,796908,TGF-B,nucleus
NM_005871,911977,TNF,peroxisome
NM_044633,705335,TGF-B,nucleus
NM_052091,488282,TGF-B,nucleus
NM_032669,730394,LIP,nucleus
NM_046060,894954,TNF,ER
NM_050108,268015,nuclear receptor,mitochondria
NM_056039,36876,FOS,ER
NM_012872,156660,nuclear receptor,nucleus
NM_032030,718199,TIMP,peroxisome
NM_008063,634470,KIN,nucleus
NM_019600,120669,TIMP,peroxisome
NM_008872,688903,KIN,golgi
NM_089575,528249,FOS,peroxisome
NM_090420,136466,TGF-B,peroxisome
NM_085342,13835,nuclear receptor,cytosol
NM_009008,606296,P53,cytosol
NM_014087,16208,MAPK,ER
NM_040378,728648,TIMP,nucleus
NM_012854,349762,KAR,mitochondria
NM_004909,240591,LIP,ER
NM_022982,138863,TGF-B,cytosol
NM_054017,56962,TIMP,golgi
NM_046682,152298,FOS,nucleus
NM_034718,431254,P53,golgi
NM_054712,910384,TNF,ER
NM_054639,89708,FOS,mitochondria
NM_090924,597957,KAR,cytosol
NM_030518,142895,TNF,cytosol
NM_080126,35838,TGF-B,mitochondria
NM_005577,97644,TNF,nucleus
NM_051475,869142,P53,peroxisome
NM_059479,283721,P53,cytosol
NM_084706,220783,KAR,cytosol
NM_090145,688801,MAPK,mitochondria
NM_000553,33691,FOS,mitochondria
NM_026721,637162,P53,peroxisome
NM_075942,452670,LIP,ER
NM_006601,817715,TGF-B,cytosol
NM_063236,273296,KIN,peroxisome
NM_070844,197384,FOS,peroxisome
NM_051919,334535,TNF,golgi
NM_066751,616110,JUN,golgi
NM_085164,907983,LIP,nucleus
NM_000543,317688,TNF,cytosol
NM_083570,869032,LIP,golgi
NM_096386,122399,LIP,cytosol
NM_036970,530196,FOS,nucleus
NM_052464,164423,FOS,golgi
NM_088759,405718,TNF,ER
NM_064654,338245,TNF,peroxisome
NM_019474,930154,JUN,cytosol
NM_026940,710661,KAR,cytosol
NM_005448,492640,TIMP,cytosol
NM_081792,687987,MAPK,ER
NM_081718,770598,JUN,cytosol
NM_034303,739282,nuclear receptor,ER
NM_098898,199392,TIMP,peroxisome
NM_007567,826790,MAPK,cytosol
NM_078471,661543,KAR,cytosol
NM_072921,294235,LIP,ER
NM_002846,511821,FOS,golgi
NM_039508,608638,TGF-B,ER
NM_065269,916886,TIMP,ER
NM_008714,800643,nuclear receptor,peroxisome
NM_084382,677877,JUN,nucleus
NM_073232,31718,KIN,cytosol
NM_039916,284373,MAPK,mitochondria
NM_049204,725002,FOS,ER
NM_018597,905470,FOS,ER
NM_003916,507697,KAR,cytosol
NM_079387,177636,nuclear receptor,peroxisome
NM_070399,751115,JUN,golgi
NM_002579,384988,KAR,golgi
NM_023619,700824,JUN,golgi
NM_020551,483397,nuclear receptor,mitochondria
NM_049460,750960,TER,mitochondria
NM_056800,933835,P53,mitochondria
NM_066321,211709,TIMP,mitochondria
NM_047436,868542,P53,ER
NM_054084,372228,TNF,peroxisome
NM_058122,415017,JUN,cytosol
NM_044287,984710,TER,mitochondria
NM_056369,235586,FOS,mitochondria
NM_074272,933660,KIN,nucleus
NM_043217,237251,FOS,golgi
NM_036016,911814,P53,cytosol
NM_051828,299883,FOS,ER
NM_040625,815790,TNF,cytosol
NM_032245,922671,TER,golgi
NM_015826,497051,TIMP,mitochondria
NM_063373,938621,KIN,peroxisome
NM_007441,364481,TGF-B,cytosol
NM_004931,383399,P53,ER
NM_015911,38407,TER,cytosol
NM_074050,371830,TER,cytosol
NM_008837,4598,TGF-B,ER
NM_049424,826735,MAPK,peroxisome
NM_089444,123714,FOS,golgi
NM_066924,69158,FOS,peroxisome
NM_010288,578949,P53,peroxisome
NM_036845,844367,nuclear receptor,golgi
NM_011113,166294,MAPK,peroxisome
NM_027117,903371,FOS,nucleus
NM_023525,925214,TNF,peroxisome
NM_033823,460176,KAR,cytosol
NM_098328,98140,FOS,mitochondria
NM_018068,37197,KAR,ER
NM_096383,784031,TER,golgi
NM_062334,864525,JUN,golgi
NM_012596,722182,FOS,nucleus
NM_078274,189604,nuclear receptor,peroxisome
NM_011843,686226,nuclear receptor,mitochondria
NM_001886,906676,KIN,peroxisome
NM_003925,231460,TER,mitochondria
NM_003142,54243,KAR,peroxisome
NM_094327,689130,MAPK,nucleus
NM_080942,66412,LIP,mitochondria
NM_077972,372756,TIMP,nucleus
NM_072167,394067,KAR,mitochondria
NM_063561,220803,P53,nucleus
NM_005630,51191,TIMP,cytosol
NM_094332,265438,LIP,peroxisome
NM_044959,521694,JUN,golgi
NM_039038,184574,TIMP,peroxisome
NM_025502,857657,TIMP,peroxisome
NM_052669,536618,P53,cytosol
NM_088733,102871,LIP,cytosol
NM_090299,209194,KAR,peroxisome
NM_098447,59138,TGF-B,mitochondria
NM_089664,667396,TGF-B,cytosol
NM_001391,107787,TIMP,mitochondria
NM_048875,242662,LIP,golgi
NM_093979,891108,nuclear receptor,peroxisome
NM_043937,570588,TER,nucleus
NM_008323,394672,FOS,cytosol
NM_020084,89406,KAR,nucleus
NM_089279,642222,TIMP,golgi
NM_012770,10871,TER,cytosol
NM_071024,871272,JUN,nucleus
NM_025324,967428,FOS,nucleus
NM_082908,116068,TER,cytosol
NM_082959,669256,JUN,mitochondria
NM_013820,6288,nuclear receptor,golgi
NM_050249,99375,LIP,ER
NM_011562,172296,TNF,golgi
NM_078274,426559,KIN,mitochondria
NM_075707,53753,TGF-B,cytosol
NM_045118,367471,nuclear receptor,peroxisome
NM_076312,622376,TER,ER
NM_065905,703797,TIMP,ER
NM_001796,929242,TNF,golgi
NM_079318,79154,MAPK,ER
NM_025281,199435,KIN,nucleus
NM_011435,84348,FOS,cytosol
NM_071831,338367,nuclear receptor,nucleus
NM_064442,389030,P53,nucleus
NM_015053,837444,nuclear receptor,nucleus
NM_076682,257873,KIN,peroxisome
NM_027662,544592,JUN,peroxisome
NM_009948,318617,FOS,ER
NM_062763,34953,TIMP,cytosol
NM_052939,429504,P53,cytosol
NM_075332,613313,TER,cytosol
NM_080968,844101,FOS,peroxisome
NM_062485,226662,KAR,mitochondria
NM_006137,38581,KAR,nucleus
NM_027913,253500,TIMP,mitochondria
NM_042668,990026,FOS,ER
NM_052949,577539,JUN,mitochondria
NM_099730,185691,LIP,mitochondria
NM_073222,688654,TGF-B,golgi
NM_011656,841940,TNF,mitochondria
NM_061741,391816,P53,golgi
NM_086658,971893,nuclear receptor,cytosol
NM_076761,378577,LIP,nucleus
NM_076255,51193,JUN,mitochondria
NM_006712,680916,FOS,ER
NM_019007,606067,FOS,cytosol
NM_074094,271764,FOS,ER
NM_092622,209284,FOS,ER
NM_012760,514012,TGF-B,golgi
NM_067883,770380,FOS,golgi
NM_054030,750898,FOS,cytosol
NM_091766,700717,TNF,mitochondria
NM_084507,755205,TER,golgi
NM_027915,308824,KAR,nucleus
NM_081613,751939,TIMP,cytosol
NM_041181,28095,LIP,mitochondria
NM_058828,255606,FOS,ER
NM_067635,771654,nuclear receptor,mitochondria
NM_088244,3476,KIN,nucleus
NM_008242,534346,LIP,golgi
NM_068304,882909,JUN,ER
NM_027215,545503,TGF-B,mitochondria
NM_072381,826025,TGF-B,peroxisome
NM_079601,883165,MAPK,golgi
NM_093876,313883,JUN,golgi
NM_014937,160371,P53,nucleus
NM_034577,591012,TER,mitochondria
NM_018395,681910,TIMP,golgi
NM_037903,659005,JUN,golgi
NM_027536,153159,KAR,cytosol
NM_065385,203782,JUN,nucleus
NM_085604,302785,TGF-B,nucleus
NM_067165,351875,TER,peroxisome
NM_089107,147480,JUN,mitochondria
NM_051545,563564,MAPK,cytosol
NM_066088,914043,LIP,golgi
NM_035336,820172,TIMP,golgi
NM_027259,393946,TER,mitochondria
NM_051049,42712,KAR,ER
NM_032330,557700,MAPK,nucleus
NM_028920,795280,TER,cytosol
NM_037196,386491,KAR,nucleus
NM_035943,588282,KIN,cytosol
NM_074411,934216,TNF,mitochondria
NM_086983,637723,P53,cytosol
NM_039573,408781,KAR,cytosol
NM_053697,228579,TGF-B,cytosol
NM_063392,965924,KAR,golgi
NM_038803,523264,MAPK,nucleus
NM_056420,51509,TNF,golgi
NM_066661,987370,JUN,ER
NM_010338,81082,TGF-B,golgi
NM_089902,93025,JUN,ER
NM_011175,416880,TGF-B,mitochondria
NM_081596,937554,FOS,mitochondria
