transcript ID,fold induction,family,location
NM_032271,121658,JUN,ER
NM_086619,297959,JUN,golgi
NM_025666,935470,TGF-B,golgi
NM_068535,223463,TER,peroxisome
NM_072729,312537,TNF,nucleus
NM_036969,302291,LIP,golgi
NM_050874,704663,FOS,cytosol
NM_064067,505385,TIMP,golgi
NM_001703,440461,MAPK,ER
NM_042492,558437,MAPK,peroxisome
NM_054566,508810,nuclear receptor,cytosol
NM_094179,658345,TNF,cytosol
NM_009593,988574,TIMP,nucleus
NM_042500,41665,TER,nucleus
NM_077653,92027,TGF-B,golgi
NM_064400,726373,TER,peroxisome
NM_028550,90817,LIP,peroxisome
NM_055525,208316,MAPK,mitochondria
NM_098591,176129,P53,ER
NM_054427,892960,MAPK,nucleus
NM_073725,784946,KAR,mitochondria
NM_046094,953975,TGF-B,golgi
NM_045214,163697,KIN,golgi
NM_047980,477372,KAR,mitochondria
NM_051380,216366,MAPK,mitochondria
NM_014858,829652,TER,nucleus
NM_031733,961669,MAPK,ER
NM_042264,482826,LIP,peroxisome
NM_071672,17271,LIP,peroxisome
NM_032130,249738,MAPK,peroxisome
NM_023181,197353,KIN,cytosol
NM_010424,255592,P53,mitochondria
NM_061385,851798,FOS,mitochondria
NM_079865,219183,JUN,ER
NM_018565,922371,TER,nucleus
NM_037737,579689,TIMP,peroxisome
NM_007439,535015,KAR,ER
NM_039131,923179,LIP,peroxisome
NM_075556,819389,TGF-B,ER
NM_013884,281649,TER,ER
NM_027912,90792,KIN,cytosol
NM_025445,512812,TER,ER
NM_036681,404476,FOS,ER
NM_066352,396506,KIN,nucleus
NM_088657,13765,KAR,peroxisome
NM_028095,687572,KAR,cytosol
NM_035123,725195,KAR,peroxisome
NM_002182,112579,TIMP,nucleus
NM_007957,505883,TNF,cytosol
NM_018773,424712,FOS,mitochondria
NM_016199,761570,KAR,nucleus
NM_039723,168050,FOS,ER
NM_041438,719175,LIP,peroxisome
NM_038431,153937,LIP,peroxisome
NM_007574,521512,nuclear receptor,mitochondria
NM_084178,333188,KAR,mitochondria
NM_072900,185133,KIN,peroxisome
NM_013641,359657,nuclear receptor,nucleus
NM_095202,304391,JUN,golgi
NM_007162,875331,TER,ER
NM_073640,99907,nuclear receptor,cytosol
NM_092054,981531,nuclear receptor,mitochondria
NM_047666,865780,TNF,peroxisome
NM_007720,16915,TIMP,nucleus
NM_096173,547917,LIP,ER
NM_004306,974348,KIN,peroxisome
NM_088998,421028,MAPK,mitochondria
NM_022726,912538,KIN,cytosol
NM_058632,638485,KAR,peroxisome
NM_019492,605653,JUN,peroxisome
NM_037683,541769,TNF,mitochondria
