transcript ID,fold induction,family,location
NM_098257,507206,JUN,cytosol
NM_018443,611777,KAR,peroxisome
NM_026273,758609,TER,golgi
NM_064270,806035,TGF-B,mitochondria
NM_087693,447601,nuclear receptor,peroxisome
NM_007765,498624,TIMP,peroxisome
NM_063521,397280,FOS,mitochondria
NM_027759,960166,KIN,mitochondria
NM_093905,540038,nuclear receptor,golgi
NM_061251,148197,KIN,mitochondria
NM_055838,417072,TNF,cytosol
NM_055295,884995,KIN,cytosol
NM_098960,435292,KIN,cytosol
NM_032946,256477,TGF-B,nucleus
NM_020530,998946,JUN,nucleus
NM_060850,407576,JUN,golgi
NM_008777,647283,JUN,mitochondria
NM_092812,888916,FOS,cytosol
NM_058730,210480,P53,mitochondria
NM_000082,649499,nuclear receptor,mitochondria
NM_064445,809105,P53,ER
NM_090338,934977,MAPK,nucleus
NM_041002,749220,KAR,peroxisome
NM_049346,572809,KIN,nucleus
NM_094326,81954,FOS,peroxisome
NM_034971,703189,TNF,golgi
NM_079583,295195,LIP,ER
NM_082940,239016,TNF,nucleus
NM_048535,289018,JUN,nucleus
NM_081826,929157,MAPK,golgi
NM_026192,874757,FOS,peroxisome
NM_045413,351118,KAR,nucleus
NM_099076,92200,TER,nucleus
NM_076698,659343,KIN,nucleus
NM_015542,679936,JUN,cytosol
NM_067149,474213,FOS,cytosol
NM_008596,657809,TER,golgi
NM_009031,107914,nuclear receptor,mitochondria
NM_087483,922827,KAR,nucleus
NM_056895,609860,TNF,nucleus
NM_066317,753103,FOS,mitochondria
NM_013601,197862,TNF,peroxisome
NM_078654,123233,TNF,peroxisome
NM_063157,140437,MAPK,golgi
NM_015065,66621,TER,peroxisome
NM_022349,650425,P53,cytosol
NM_067045,842416,TIMP,ER
NM_055042,377683,TIMP,mitochondria
NM_087551,47212,TER,mitochondria
NM_085852,998591,KAR,cytosol
NM_006766,377932,MAPK,peroxisome
NM_071649,933430,MAPK,nucleus
NM_051039,49508,TER,golgi
NM_062819,586068,KIN,mitochondria
NM_057539,984360,P53,nucleus
NM_081082,696966,nuclear receptor,mitochondria
NM_066355,37760,nuclear receptor,golgi
NM_053014,968136,TIMP,mitochondria
NM_024089,598510,JUN,mitochondria
NM_039146,58745,JUN,ER
NM_049765,311474,TGF-B,peroxisome
NM_081909,228453,nuclear receptor,peroxisome
NM_081438,699327,P53,nucleus
NM_078669,796182,P53,golgi
NM_026393,281073,LIP,golgi
NM_094892,619287,TGF-B,peroxisome
NM_029166,923551,TNF,ER
NM_011360,623081,TIMP,golgi
NM_070123,360222,TER,cytosol
NM_094110,477123,nuclear receptor,ER
NM_095908,4637,TIMP,nucleus
NM_048684,214039,FOS,mitochondria
NM_080802,160238,MAPK,cytosol
NM_021923,671062,TNF,peroxisome
NM_034004,333697,nuclear receptor,peroxisome
NM_086520,412594,KAR,peroxisome
NM_023528,781511,KAR,nucleus
NM_058601,386716,FOS,golgi
NM_050266,537627,TIMP,nucleus
NM_087218,205309,TGF-B,peroxisome
NM_068570,391843,TNF,cytosol
NM_005249,349238,JUN,cytosol
NM_098695,124205,TNF,nucleus
NM_095900,410405,KIN,nucleus
NM_008035,325359,KIN,cytosol
NM_023712,356974,JUN,peroxisome
NM_002943,770034,P53,golgi
NM_099507,272529,KIN,ER
NM_058885,572805,LIP,ER
NM_029981,157016,TIMP,ER
NM_011365,68443,LIP,nucleus
NM_002286,599817,KIN,mitochondria
NM_000274,242806,P53,nucleus
NM_050293,340627,TER,ER
NM_058484,869189,TGF-B,peroxisome
NM_051035,274830,TGF-B,golgi
NM_055712,215424,LIP,golgi
NM_010298,537405,P53,mitochondria
NM_047779,536701,LIP,ER
NM_017507,111894,FOS,golgi
NM_012617,961431,KAR,peroxisome
NM_010634,898933,MAPK,nucleus
NM_026720,354694,TIMP,peroxisome
NM_000433,590646,TNF,cytosol
NM_011252,751615,nuclear receptor,peroxisome
NM_036330,948518,TGF-B,golgi
NM_025286,271305,FOS,cytosol
NM_070930,819331,FOS,golgi
NM_041777,50464,P53,peroxisome
NM_058966,702427,TNF,cytosol
NM_041303,485197,TIMP,nucleus
NM_088105,910531,KAR,golgi
NM_049453,924702,FOS,ER
NM_014483,769909,P53,ER
NM_004758,539681,P53,ER
NM_019368,843126,LIP,ER
NM_011484,821736,TNF,mitochondria
NM_066458,515786,TIMP,peroxisome
NM_087082,950625,JUN,cytosol
NM_040919,666125,JUN,nucleus
NM_092270,910264,nuclear receptor,peroxisome
NM_050227,299920,TER,ER
NM_040760,580144,TIMP,cytosol
NM_036524,418027,KIN,mitochondria
NM_011412,46014,P53,peroxisome
NM_023557,148449,TER,mitochondria
NM_096218,486563,KIN,nucleus
NM_048178,569074,LIP,nucleus
NM_062792,645421,nuclear receptor,golgi
NM_066031,827887,nuclear receptor,golgi
NM_040450,255099,nuclear receptor,mitochondria
NM_052290,599708,TNF,golgi
NM_089766,551792,TNF,mitochondria
NM_011444,371532,TIMP,mitochondria
NM_092786,847458,MAPK,peroxisome
NM_046944,127350,FOS,peroxisome
NM_030082,751606,KIN,ER
NM_078715,76912,TER,ER
NM_086246,199341,TGF-B,peroxisome
NM_090271,591720,TNF,nucleus
NM_014756,431681,JUN,cytosol
NM_081571,373156,TER,mitochondria
NM_050413,721167,MAPK,cytosol
NM_068590,147965,TNF,peroxisome
NM_046985,132238,LIP,nucleus
NM_078683,12747,TIMP,ER
NM_088642,904649,KIN,nucleus
NM_031140,854845,TER,golgi
NM_084070,728112,KIN,ER
NM_035757,864988,KAR,ER
NM_006310,795943,TIMP,peroxisome
NM_059890,312227,P53,golgi
NM_061275,402791,TNF,mitochondria
NM_081248,104059,TGF-B,ER
NM_010173,27571,nuclear receptor,nucleus
NM_014833,417284,JUN,peroxisome
NM_091002,509288,LIP,mitochondria
NM_090054,277453,TER,peroxisome
NM_016279,426374,TNF,ER
NM_014071,528883,KAR,golgi
NM_082638,182673,TGF-B,mitochondria
NM_074083,982173,MAPK,golgi
NM_042085,556511,P53,peroxisome
NM_019292,15334,JUN,mitochondria
NM_075849,556505,P53,golgi
NM_021755,138317,JUN,golgi
NM_030116,163034,JUN,nucleus
NM_098439,643812,TER,mitochondria
NM_093857,626302,TIMP,peroxisome
NM_013783,224443,FOS,ER
NM_098048,191940,LIP,cytosol
NM_039462,346715,TIMP,mitochondria
NM_053135,249677,FOS,nucleus
NM_079879,250118,TNF,mitochondria
NM_059994,266020,TER,mitochondria
NM_032065,402556,TER,golgi
NM_055998,723704,TIMP,peroxisome
NM_097218,315262,KAR,peroxisome
NM_016651,643710,TER,peroxisome
NM_075247,616612,KAR,peroxisome
NM_073799,685790,TER,golgi
NM_061920,201173,TIMP,golgi
NM_063811,808302,LIP,mitochondria
NM_074355,407581,KAR,cytosol
NM_022944,750631,TNF,ER
NM_021588,488781,TGF-B,nucleus
NM_073342,352114,TER,mitochondria
NM_047015,401948,P53,nucleus
NM_010802,280856,TIMP,golgi
NM_015123,457623,TER,ER
NM_070791,551694,nuclear receptor,golgi
NM_076366,429961,TIMP,ER
NM_034637,829741,KIN,peroxisome
NM_082601,704052,MAPK,golgi
NM_071835,311149,JUN,golgi
NM_025385,479916,KIN,peroxisome
NM_015376,852900,TNF,mitochondria
NM_066199,241823,LIP,golgi
NM_092403,453370,TGF-B,ER
NM_055789,465820,MAPK,peroxisome
NM_009410,326120,TER,golgi
NM_032479,852275,nuclear receptor,golgi
NM_084369,877909,P53,mitochondria
NM_015467,538813,TER,peroxisome
NM_026206,222167,MAPK,golgi
NM_053570,668445,JUN,mitochondria
NM_096534,54648,MAPK,mitochondria
NM_082768,195771,TIMP,cytosol
NM_032092,15210,JUN,nucleus
NM_036279,166877,LIP,peroxisome
NM_094319,273372,TER,cytosol
NM_057761,373021,TGF-B,mitochondria
NM_015931,901027,TNF,peroxisome
NM_018727,944678,TER,nucleus
NM_061208,778891,JUN,cytosol
NM_045418,338509,nuclear receptor,golgi
NM_063151,159053,KAR,nucleus
NM_062775,616662,P53,peroxisome
NM_041122,350655,TNF,peroxisome
NM_058481,45626,KIN,ER
NM_014068,72125,FOS,mitochondria
NM_051201,760244,KAR,ER
NM_057785,209772,TNF,ER
NM_040217,289181,KAR,nucleus
NM_050982,290894,KIN,cytosol
NM_050528,475245,MAPK,golgi
NM_070323,88921,MAPK,ER
NM_039328,558724,TGF-B,mitochondria
NM_073663,800812,TER,cytosol
NM_055359,444290,KIN,cytosol
NM_018480,449330,P53,golgi
NM_072544,281347,MAPK,golgi
NM_036253,75575,JUN,nucleus
NM_029611,973878,MAPK,nucleus
NM_013579,541610,TER,golgi
NM_098522,988027,TNF,nucleus
NM_013567,139056,P53,cytosol
NM_014490,379288,TGF-B,cytosol
NM_093434,578531,MAPK,golgi
NM_072313,648293,MAPK,peroxisome
NM_082036,661546,TGF-B,cytosol
NM_002387,973278,P53,peroxisome
NM_014062,934367,FOS,peroxisome
NM_079032,691217,TGF-B,nucleus
NM_041305,841718,TNF,peroxisome
NM_050643,305875,TNF,ER
NM_012790,68799,TGF-B,peroxisome
NM_086061,960194,TER,golgi
NM_015538,176872,JUN,cytosol
NM_020202,531182,P53,peroxisome
NM_053853,3833,MAPK,golgi
NM_092772,176187,nuclear receptor,nucleus
NM_038164,131231,MAPK,mitochondria
NM_009366,783341,FOS,peroxisome
NM_085379,606283,P53,golgi
NM_069519,882881,nuclear receptor,peroxisome
NM_045374,481543,nuclear receptor,nucleus
NM_073814,34638,KIN,nucleus
NM_094344,942090,JUN,peroxisome
NM_016997,688196,P53,cytosol
NM_056953,236876,nuclear receptor,peroxisome
NM_088167,391577,JUN,ER
NM_043248,900986,MAPK,mitochondria
NM_046204,988882,TGF-B,golgi
NM_046808,135398,TIMP,mitochondria
NM_072459,828365,P53,peroxisome
NM_038971,461929,LIP,mitochondria
NM_052356,906288,TIMP,peroxisome
NM_031922,549613,TIMP,nucleus
NM_042090,576727,P53,cytosol
NM_081959,798543,P53,ER
NM_080346,720072,KIN,ER
NM_043611,125862,KIN,nucleus
NM_038634,246531,LIP,peroxisome
NM_030881,612558,TNF,ER
NM_083249,460013,KAR,peroxisome
NM_038018,766215,TNF,nucleus
NM_076412,262854,LIP,golgi
NM_068519,156895,KIN,mitochondria
NM_034760,168318,FOS,peroxisome
NM_099930,164655,KAR,mitochondria
NM_009504,889005,TER,cytosol
NM_099909,57259,TNF,golgi
NM_036670,391966,TGF-B,cytosol
NM_016890,677191,TIMP,golgi
NM_063299,811128,TNF,golgi
NM_022321,430810,KAR,mitochondria
NM_089662,199207,MAPK,ER
NM_057111,299014,KAR,golgi
NM_055881,980795,KAR,nucleus
NM_029937,73168,KIN,peroxisome
NM_001291,800182,JUN,peroxisome
NM_068897,524082,LIP,golgi
NM_094656,658769,JUN,golgi
NM_025230,302213,MAPK,golgi
NM_055778,706659,KIN,cytosol
NM_008451,800942,JUN,peroxisome
NM_065018,314556,FOS,nucleus
NM_043423,518122,KIN,peroxisome
NM_061161,894826,TER,cytosol
NM_026982,318195,MAPK,peroxisome
NM_017553,652150,MAPK,mitochondria
NM_042727,351553,KAR,cytosol
